,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.03,0.03,0.82,0.07,0.13,176.12
0.40,0.19,0.31,0.73,0.38,0.5,132.02
0.45,0.28,0.36,0.73,0.52,0.61,1474.73
0.50,0.38,0.36,0.7,0.68,0.69,156.24
0.55,0.4,0.33,0.7,0.74,0.72,112.47
0.60,0.33,0.23,0.68,0.81,0.74,96.5
0.65,0.3,0.21,0.67,0.87,0.76,86.25
0.70,0.23,0.1,0.65,0.91,0.76,79.95
max
0.35,0.03,0.03,0.82,0.07,0.13,176.12
0.40,0.19,0.31,0.73,0.38,0.5,132.02
0.45,0.28,0.36,0.73,0.52,0.61,1474.73
0.50,0.38,0.36,0.7,0.68,0.69,156.24
0.55,0.4,0.33,0.7,0.74,0.72,112.47
0.60,0.33,0.23,0.68,0.81,0.74,96.5
0.65,0.3,0.21,0.67,0.87,0.76,86.25
0.70,0.23,0.1,0.65,0.91,0.76,79.95
min
0.35,0.03,0.03,0.82,0.07,0.13,176.12
0.40,0.19,0.31,0.73,0.38,0.5,132.02
0.45,0.28,0.36,0.73,0.52,0.61,1474.73
0.50,0.38,0.36,0.7,0.68,0.69,156.24
0.55,0.4,0.33,0.7,0.74,0.72,112.47
0.60,0.33,0.23,0.68,0.81,0.74,96.5
0.65,0.3,0.21,0.67,0.87,0.76,86.25
0.70,0.23,0.1,0.65,0.91,0.76,79.95
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2534.91 seconds
