,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.01,0.67,0.03,0.05,148.76
0.65,0.05,0.06,0.78,0.12,0.2,126.76
0.70,0.21,0.22,0.71,0.43,0.53,116.4
0.75,0.35,0.18,0.68,0.66,0.67,102.15
0.80,0.21,0.04,0.63,0.84,0.72,74.92
0.85,0.09,0.01,0.6,0.96,0.74,50.3
0.90,0.0,0.0,0.58,0.98,0.73,35.59
max
0.60,0.01,0.01,0.67,0.03,0.05,148.76
0.65,0.05,0.06,0.78,0.12,0.2,126.76
0.70,0.21,0.22,0.71,0.43,0.53,116.4
0.75,0.35,0.18,0.68,0.66,0.67,102.15
0.80,0.21,0.04,0.63,0.84,0.72,74.92
0.85,0.09,0.01,0.6,0.96,0.74,50.3
0.90,0.0,0.0,0.58,0.98,0.73,35.59
min
0.60,0.01,0.01,0.67,0.03,0.05,148.76
0.65,0.05,0.06,0.78,0.12,0.2,126.76
0.70,0.21,0.22,0.71,0.43,0.53,116.4
0.75,0.35,0.18,0.68,0.66,0.67,102.15
0.80,0.21,0.04,0.63,0.84,0.72,74.92
0.85,0.09,0.01,0.6,0.96,0.74,50.3
0.90,0.0,0.0,0.58,0.98,0.73,35.59
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 64450.80 seconds
