,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,48.45
0.10,0.0,0.0,1.0,0.0,0.0,48.31
0.15,0.0,0.0,1.0,0.0,0.0,48.47
0.20,0.02,0.01,0.47,0.08,0.14,48.64
0.25,0.02,0.01,0.47,0.08,0.14,48.32
0.30,0.09,0.11,0.58,0.27,0.37,46.13
0.35,0.08,0.04,0.54,0.31,0.39,51.04
0.40,0.15,0.09,0.58,0.44,0.5,44.89
0.45,0.18,0.08,0.58,0.51,0.54,36.08
0.50,0.21,0.05,0.59,0.58,0.58,33.13
0.55,0.19,0.04,0.59,0.65,0.61,30.51
max
0.05,0.0,0.0,1.0,0.0,0.0,48.45
0.10,0.0,0.0,1.0,0.0,0.0,48.31
0.15,0.0,0.0,1.0,0.0,0.0,48.47
0.20,0.02,0.01,0.47,0.08,0.14,48.64
0.25,0.02,0.01,0.47,0.08,0.14,48.32
0.30,0.09,0.11,0.58,0.27,0.37,46.13
0.35,0.08,0.04,0.54,0.31,0.39,51.04
0.40,0.15,0.09,0.58,0.44,0.5,44.89
0.45,0.18,0.08,0.58,0.51,0.54,36.08
0.50,0.21,0.05,0.59,0.58,0.58,33.13
0.55,0.19,0.04,0.59,0.65,0.61,30.51
min
0.05,0.0,0.0,1.0,0.0,0.0,48.45
0.10,0.0,0.0,1.0,0.0,0.0,48.31
0.15,0.0,0.0,1.0,0.0,0.0,48.47
0.20,0.02,0.01,0.47,0.08,0.14,48.64
0.25,0.02,0.01,0.47,0.08,0.14,48.32
0.30,0.09,0.11,0.58,0.27,0.37,46.13
0.35,0.08,0.04,0.54,0.31,0.39,51.04
0.40,0.15,0.09,0.58,0.44,0.5,44.89
0.45,0.18,0.08,0.58,0.51,0.54,36.08
0.50,0.21,0.05,0.59,0.58,0.58,33.13
0.55,0.19,0.04,0.59,0.65,0.61,30.51
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 17301.47 seconds
