,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.1,0.19,0.77,0.2,0.31,139.27
0.65,0.25,0.44,0.79,0.43,0.56,132.45
0.70,0.35,0.43,0.76,0.6,0.67,98.45
0.75,0.35,0.19,0.68,0.77,0.72,87.45
0.80,0.24,0.07,0.65,0.89,0.75,59.06
0.85,0.13,0.02,0.61,0.96,0.75,46.2
0.90,0.02,0.0,0.58,0.98,0.73,32.33
max
0.60,0.1,0.19,0.77,0.2,0.31,139.27
0.65,0.25,0.44,0.79,0.43,0.56,132.45
0.70,0.35,0.43,0.76,0.6,0.67,98.45
0.75,0.35,0.19,0.68,0.77,0.72,87.45
0.80,0.24,0.07,0.65,0.89,0.75,59.06
0.85,0.13,0.02,0.61,0.96,0.75,46.2
0.90,0.02,0.0,0.58,0.98,0.73,32.33
min
0.60,0.1,0.19,0.77,0.2,0.31,139.27
0.65,0.25,0.44,0.79,0.43,0.56,132.45
0.70,0.35,0.43,0.76,0.6,0.67,98.45
0.75,0.35,0.19,0.68,0.77,0.72,87.45
0.80,0.24,0.07,0.65,0.89,0.75,59.06
0.85,0.13,0.02,0.61,0.96,0.75,46.2
0.90,0.02,0.0,0.58,0.98,0.73,32.33
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 8380.28 seconds
