,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.33,0.41,0.72,0.6,0.65,89.96
0.65,0.34,0.19,0.67,0.75,0.71,94.82
0.70,0.25,0.09,0.64,0.84,0.73,84.73
0.75,0.17,0.03,0.62,0.91,0.74,72.29
0.80,0.09,0.01,0.6,0.96,0.74,53.62
0.85,0.03,0.0,0.58,0.97,0.73,45.51
0.90,0.0,0.0,0.58,0.99,0.73,36.07
max
0.60,0.33,0.41,0.72,0.6,0.65,89.96
0.65,0.34,0.19,0.67,0.75,0.71,94.82
0.70,0.25,0.09,0.64,0.84,0.73,84.73
0.75,0.17,0.03,0.62,0.91,0.74,72.29
0.80,0.09,0.01,0.6,0.96,0.74,53.62
0.85,0.03,0.0,0.58,0.97,0.73,45.51
0.90,0.0,0.0,0.58,0.99,0.73,36.07
min
0.60,0.33,0.41,0.72,0.6,0.65,89.96
0.65,0.34,0.19,0.67,0.75,0.71,94.82
0.70,0.25,0.09,0.64,0.84,0.73,84.73
0.75,0.17,0.03,0.62,0.91,0.74,72.29
0.80,0.09,0.01,0.6,0.96,0.74,53.62
0.85,0.03,0.0,0.58,0.97,0.73,45.51
0.90,0.0,0.0,0.58,0.99,0.73,36.07
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1423.52 seconds
