,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,-0.01,0.51,0.02,0.04,354.86
0.40,0.09,0.11,0.75,0.21,0.33,340.63
0.45,0.21,0.33,0.71,0.43,0.53,268.96
0.50,0.31,0.31,0.68,0.61,0.64,199.11
0.55,0.37,0.32,0.69,0.72,0.7,165.9
0.60,0.27,0.14,0.65,0.81,0.72,133.44
0.65,0.2,0.05,0.63,0.88,0.73,99.29
0.70,0.13,0.02,0.61,0.92,0.73,79.92
max
0.35,0.0,-0.01,0.51,0.02,0.04,354.86
0.40,0.09,0.11,0.75,0.21,0.33,340.63
0.45,0.21,0.33,0.71,0.43,0.53,268.96
0.50,0.31,0.31,0.68,0.61,0.64,199.11
0.55,0.37,0.32,0.69,0.72,0.7,165.9
0.60,0.27,0.14,0.65,0.81,0.72,133.44
0.65,0.2,0.05,0.63,0.88,0.73,99.29
0.70,0.13,0.02,0.61,0.92,0.73,79.92
min
0.35,0.0,-0.01,0.51,0.02,0.04,354.86
0.40,0.09,0.11,0.75,0.21,0.33,340.63
0.45,0.21,0.33,0.71,0.43,0.53,268.96
0.50,0.31,0.31,0.68,0.61,0.64,199.11
0.55,0.37,0.32,0.69,0.72,0.7,165.9
0.60,0.27,0.14,0.65,0.81,0.72,133.44
0.65,0.2,0.05,0.63,0.88,0.73,99.29
0.70,0.13,0.02,0.61,0.92,0.73,79.92
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 24660.44 seconds
