,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.06,0.02,0.54,0.07,0.12
0.60,0.3,0.11,0.67,0.35,0.46
0.65,0.51,0.32,0.68,0.59,0.63
0.70,0.56,0.49,0.67,0.76,0.71
0.75,0.44,0.4,0.63,0.89,0.74
0.80,0.27,0.2,0.58,0.96,0.72
0.85,0.11,0.06,0.53,0.99,0.69
max
0.55,0.12,0.05,0.63,0.13,0.21
0.60,0.37,0.17,0.74,0.41,0.53
0.65,0.57,0.41,0.7,0.65,0.67
0.70,0.6,0.55,0.7,0.8,0.74
0.75,0.49,0.48,0.66,0.91,0.76
0.80,0.31,0.26,0.59,0.97,0.74
0.85,0.13,0.07,0.54,0.99,0.7
min
0.55,0.0,0.0,0.33,0.01,0.02
0.60,0.22,0.07,0.62,0.26,0.37
0.65,0.43,0.21,0.65,0.52,0.58
0.70,0.51,0.39,0.64,0.73,0.69
0.75,0.41,0.35,0.61,0.87,0.72
0.80,0.25,0.15,0.57,0.95,0.71
0.85,0.09,0.04,0.52,0.99,0.68
std
0.55,0.04,0.02,0.1,0.04,0.06
0.60,0.05,0.04,0.04,0.05,0.05
0.65,0.05,0.07,0.02,0.04,0.03
0.70,0.03,0.06,0.02,0.02,0.02
0.75,0.02,0.04,0.01,0.01,0.01
0.80,0.02,0.04,0.01,0.01,0.01
0.85,0.01,0.01,0.01,0.0,0.01
test finished in 883.43 seconds
