,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.01,0.01,1.0,0.02,0.04
0.45,0.11,0.12,0.9,0.2,0.33
0.50,0.32,0.46,0.84,0.51,0.63
0.55,0.46,0.47,0.8,0.69,0.74
0.60,0.53,0.36,0.76,0.79,0.78
0.65,0.43,0.19,0.72,0.89,0.8
0.70,0.35,0.11,0.69,0.95,0.8
0.75,0.27,0.06,0.67,0.98,0.79
0.80,0.2,0.03,0.64,0.99,0.78
0.85,0.16,0.03,0.63,1.0,0.77
0.90,0.15,0.02,0.63,1.0,0.77
max
0.40,0.01,0.01,1.0,0.02,0.04
0.45,0.11,0.12,0.9,0.2,0.33
0.50,0.32,0.46,0.84,0.51,0.63
0.55,0.46,0.47,0.8,0.69,0.74
0.60,0.53,0.36,0.76,0.79,0.78
0.65,0.43,0.19,0.72,0.89,0.8
0.70,0.35,0.11,0.69,0.95,0.8
0.75,0.27,0.06,0.67,0.98,0.79
0.80,0.2,0.03,0.64,0.99,0.78
0.85,0.16,0.03,0.63,1.0,0.77
0.90,0.15,0.02,0.63,1.0,0.77
min
0.40,0.01,0.01,1.0,0.02,0.04
0.45,0.11,0.12,0.9,0.2,0.33
0.50,0.32,0.46,0.84,0.51,0.63
0.55,0.46,0.47,0.8,0.69,0.74
0.60,0.53,0.36,0.76,0.79,0.78
0.65,0.43,0.19,0.72,0.89,0.8
0.70,0.35,0.11,0.69,0.95,0.8
0.75,0.27,0.06,0.67,0.98,0.79
0.80,0.2,0.03,0.64,0.99,0.78
0.85,0.16,0.03,0.63,1.0,0.77
0.90,0.15,0.02,0.63,1.0,0.77
std
0.40,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 1539.11 seconds
