,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.01,0.0,0.56,0.01,0.02
0.60,0.15,0.04,0.63,0.18,0.27
0.65,0.41,0.19,0.68,0.48,0.57
0.70,0.58,0.43,0.68,0.7,0.69
0.75,0.48,0.43,0.64,0.84,0.73
0.80,0.33,0.25,0.6,0.94,0.73
0.85,0.14,0.08,0.54,0.99,0.7
0.90,0.04,0.01,0.51,0.99,0.68
0.95,0.0,0.0,0.51,1.0,0.67
max
0.55,0.03,0.0,1.0,0.04,0.08
0.60,0.21,0.07,0.7,0.24,0.35
0.65,0.44,0.24,0.7,0.5,0.59
0.70,0.62,0.48,0.7,0.73,0.71
0.75,0.52,0.48,0.66,0.85,0.74
0.80,0.35,0.27,0.6,0.95,0.74
0.85,0.15,0.09,0.55,0.99,0.71
0.90,0.04,0.02,0.52,1.0,0.69
0.95,0.01,0.0,0.52,1.0,0.68
min
0.55,0.0,0.0,0.31,0.0,0.0
0.60,0.08,0.01,0.57,0.11,0.19
0.65,0.39,0.15,0.66,0.47,0.55
0.70,0.56,0.37,0.66,0.66,0.67
0.75,0.44,0.37,0.62,0.82,0.71
0.80,0.31,0.22,0.59,0.93,0.72
0.85,0.13,0.06,0.54,0.98,0.7
0.90,0.03,0.01,0.51,0.99,0.67
0.95,0.0,0.0,0.5,0.99,0.67
std
0.55,0.01,0.0,0.2,0.01,0.03
0.60,0.05,0.02,0.04,0.05,0.07
0.65,0.02,0.03,0.01,0.01,0.01
0.70,0.02,0.04,0.01,0.03,0.01
0.75,0.02,0.04,0.01,0.01,0.01
0.80,0.01,0.02,0.0,0.01,0.01
0.85,0.01,0.01,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.01
0.95,0.0,0.0,0.01,0.0,0.0
test finished in 335.69 seconds
