,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.0,0.0,0.35,0.0,0.01
0.60,0.06,0.01,0.48,0.08,0.13
0.65,0.23,0.06,0.6,0.28,0.39
0.70,0.48,0.27,0.65,0.57,0.6
0.75,0.49,0.38,0.63,0.75,0.68
0.80,0.35,0.27,0.59,0.9,0.71
0.85,0.16,0.09,0.54,0.98,0.7
0.90,0.04,0.02,0.51,1.0,0.68
0.95,0.01,0.0,0.5,1.0,0.67
max
0.55,-0.0,0.0,0.53,0.01,0.01
0.60,0.1,0.03,0.55,0.12,0.2
0.65,0.25,0.09,0.64,0.31,0.41
0.70,0.52,0.35,0.68,0.61,0.64
0.75,0.52,0.42,0.64,0.77,0.7
0.80,0.38,0.32,0.6,0.9,0.72
0.85,0.18,0.1,0.55,0.98,0.71
0.90,0.04,0.02,0.52,1.0,0.68
0.95,0.01,0.0,0.51,1.0,0.68
min
0.55,-0.0,0.0,0.24,0.0,0.0
0.60,0.03,0.0,0.43,0.04,0.08
0.65,0.19,0.04,0.59,0.24,0.35
0.70,0.45,0.19,0.63,0.55,0.59
0.75,0.46,0.33,0.61,0.73,0.66
0.80,0.32,0.24,0.58,0.89,0.7
0.85,0.14,0.07,0.54,0.97,0.69
0.90,0.03,0.01,0.51,0.99,0.67
0.95,0.0,0.0,0.5,1.0,0.66
std
0.55,0.0,0.0,0.11,0.0,0.0
0.60,0.02,0.01,0.04,0.03,0.04
0.65,0.02,0.02,0.02,0.02,0.02
0.70,0.02,0.05,0.02,0.02,0.02
0.75,0.02,0.03,0.01,0.01,0.01
0.80,0.02,0.03,0.01,0.0,0.01
0.85,0.02,0.01,0.0,0.0,0.01
0.90,0.0,0.0,0.0,0.0,0.01
0.95,0.0,0.0,0.0,0.0,0.01
test finished in 347.93 seconds
