,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.93,0.15,0.14,0.04,0.24
0.45,0.92,0.56,0.55,0.34,0.7
0.50,0.93,0.81,0.8,0.72,0.87
0.55,0.92,0.91,0.9,0.86,0.92
0.60,0.88,0.96,0.87,0.88,0.92
0.65,0.8,0.98,0.77,0.8,0.88
0.70,0.69,0.99,0.61,0.62,0.81
0.75,0.61,1.0,0.47,0.43,0.76
max
0.40,1.0,0.33,0.33,0.18,0.49
0.45,0.97,0.71,0.7,0.58,0.81
0.50,0.96,0.89,0.88,0.88,0.92
0.55,0.95,0.95,0.94,0.93,0.95
0.60,0.91,0.97,0.91,0.93,0.94
0.65,0.85,0.99,0.82,0.89,0.91
0.70,0.74,1.0,0.67,0.74,0.84
0.75,0.65,1.0,0.53,0.64,0.79
min
0.40,0.28,-0.0,-0.0,0.0,-0.0
0.45,0.89,0.36,0.34,0.1,0.51
0.50,0.87,0.71,0.7,0.52,0.8
0.55,0.89,0.87,0.86,0.76,0.89
0.60,0.85,0.94,0.83,0.82,0.9
0.65,0.76,0.96,0.71,0.72,0.86
0.70,0.66,0.99,0.56,0.51,0.79
0.75,0.57,0.99,0.42,0.28,0.73
std
0.40,0.08,0.08,0.08,0.03,0.12
0.45,0.02,0.07,0.07,0.11,0.06
0.50,0.01,0.03,0.03,0.07,0.02
0.55,0.01,0.02,0.02,0.04,0.01
0.60,0.02,0.01,0.02,0.03,0.01
0.65,0.02,0.01,0.02,0.04,0.01
0.70,0.02,0.0,0.03,0.06,0.01
0.75,0.02,0.0,0.03,0.07,0.01
test finished in 179188.24 seconds
