,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.73,0.01,0.01,0.0,0.03
0.45,0.85,0.24,0.23,0.07,0.36
0.50,0.9,0.63,0.62,0.41,0.74
0.55,0.9,0.8,0.79,0.67,0.85
0.60,0.89,0.91,0.87,0.82,0.9
0.65,0.83,0.96,0.81,0.83,0.89
0.70,0.72,0.99,0.66,0.69,0.84
0.75,0.61,1.0,0.48,0.48,0.76
max
0.40,1.0,0.07,0.07,0.01,0.13
0.45,0.92,0.47,0.46,0.23,0.62
0.50,0.92,0.74,0.73,0.61,0.82
0.55,0.93,0.86,0.85,0.82,0.89
0.60,0.91,0.94,0.9,0.89,0.92
0.65,0.86,0.98,0.83,0.88,0.91
0.70,0.75,0.99,0.69,0.77,0.85
0.75,0.64,1.0,0.53,0.61,0.78
min
0.40,0.16,-0.0,-0.0,0.0,-0.0
0.45,0.62,0.05,0.04,0.01,0.09
0.50,0.84,0.54,0.52,0.24,0.67
0.55,0.85,0.7,0.68,0.49,0.77
0.60,0.87,0.85,0.84,0.72,0.87
0.65,0.81,0.94,0.78,0.78,0.87
0.70,0.7,0.98,0.63,0.61,0.82
0.75,0.58,0.99,0.43,0.33,0.73
std
0.40,0.27,0.02,0.02,0.0,0.04
0.45,0.06,0.11,0.11,0.05,0.13
0.50,0.02,0.05,0.06,0.1,0.04
0.55,0.02,0.04,0.05,0.09,0.03
0.60,0.01,0.02,0.01,0.05,0.02
0.65,0.02,0.01,0.02,0.03,0.01
0.70,0.02,0.0,0.02,0.04,0.01
0.75,0.02,0.0,0.02,0.08,0.01
test finished in 39200.70 seconds
