,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.50,0.09,0.04,0.57,0.1,0.17
0.55,0.34,0.15,0.65,0.39,0.49
0.60,0.57,0.44,0.66,0.68,0.67
0.65,0.49,0.48,0.65,0.81,0.72
0.70,0.36,0.32,0.61,0.92,0.73
0.75,0.21,0.12,0.56,0.97,0.71
0.80,0.09,0.05,0.52,0.99,0.69
max
0.50,0.14,0.06,0.62,0.16,0.26
0.55,0.36,0.19,0.66,0.41,0.51
0.60,0.58,0.47,0.67,0.69,0.67
0.65,0.52,0.51,0.66,0.82,0.72
0.70,0.38,0.36,0.61,0.93,0.74
0.75,0.22,0.13,0.57,0.97,0.72
0.80,0.1,0.05,0.53,0.99,0.7
min
0.50,0.04,0.01,0.52,0.05,0.09
0.55,0.3,0.13,0.63,0.36,0.46
0.60,0.55,0.41,0.65,0.66,0.66
0.65,0.47,0.42,0.63,0.8,0.71
0.70,0.35,0.28,0.6,0.91,0.72
0.75,0.19,0.11,0.55,0.97,0.7
0.80,0.08,0.04,0.52,0.99,0.69
std
0.50,0.04,0.02,0.04,0.04,0.07
0.55,0.03,0.03,0.01,0.02,0.02
0.60,0.01,0.02,0.01,0.01,0.0
0.65,0.02,0.04,0.01,0.01,0.0
0.70,0.01,0.03,0.0,0.01,0.01
0.75,0.01,0.01,0.01,0.0,0.01
0.80,0.01,0.0,0.0,0.0,0.0
test finished in 224.35 seconds
