,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.92,0.28,0.28,0.11,0.43
0.45,0.91,0.65,0.64,0.46,0.76
0.50,0.91,0.7,0.69,0.54,0.79
0.55,0.91,0.7,0.69,0.54,0.79
0.60,0.91,0.7,0.69,0.54,0.79
0.65,0.91,0.7,0.69,0.54,0.79
0.70,0.91,0.7,0.69,0.54,0.79
0.75,0.91,0.7,0.69,0.54,0.79
max
0.40,0.99,0.45,0.45,0.27,0.61
0.45,0.96,0.77,0.76,0.68,0.85
0.50,0.96,0.79,0.78,0.71,0.85
0.55,0.96,0.79,0.78,0.71,0.85
0.60,0.96,0.79,0.78,0.71,0.85
0.65,0.96,0.79,0.78,0.71,0.85
0.70,0.96,0.79,0.78,0.71,0.85
0.75,0.96,0.79,0.78,0.71,0.85
min
0.40,0.84,0.15,0.14,0.02,0.25
0.45,0.87,0.49,0.48,0.26,0.63
0.50,0.85,0.58,0.57,0.33,0.69
0.55,0.85,0.58,0.57,0.33,0.69
0.60,0.85,0.58,0.57,0.33,0.69
0.65,0.85,0.58,0.57,0.33,0.69
0.70,0.85,0.58,0.57,0.33,0.69
0.75,0.85,0.58,0.57,0.33,0.69
std
0.40,0.03,0.07,0.07,0.05,0.08
0.45,0.02,0.05,0.05,0.08,0.03
0.50,0.02,0.04,0.04,0.08,0.03
0.55,0.02,0.04,0.04,0.08,0.03
0.60,0.02,0.04,0.04,0.08,0.03
0.65,0.02,0.04,0.04,0.08,0.03
0.70,0.02,0.04,0.04,0.08,0.03
0.75,0.02,0.04,0.04,0.08,0.03
test finished in 37163.01 seconds
