,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.92,0.38,0.37,0.16,0.53
0.45,0.91,0.68,0.67,0.51,0.78
0.50,0.91,0.7,0.69,0.55,0.79
0.55,0.91,0.7,0.69,0.55,0.79
0.60,0.91,0.7,0.69,0.55,0.79
0.65,0.91,0.7,0.69,0.55,0.79
0.70,0.91,0.7,0.69,0.55,0.79
0.75,0.91,0.7,0.69,0.55,0.79
max
0.40,0.97,0.5,0.49,0.29,0.64
0.45,0.96,0.77,0.76,0.7,0.85
0.50,0.96,0.78,0.77,0.7,0.85
0.55,0.96,0.78,0.77,0.7,0.85
0.60,0.96,0.78,0.77,0.7,0.85
0.65,0.96,0.78,0.77,0.7,0.85
0.70,0.96,0.78,0.77,0.7,0.85
0.75,0.96,0.78,0.77,0.7,0.85
min
0.40,0.87,0.21,0.2,0.05,0.34
0.45,0.87,0.58,0.56,0.31,0.71
0.50,0.86,0.6,0.59,0.33,0.73
0.55,0.86,0.6,0.59,0.33,0.73
0.60,0.86,0.6,0.59,0.33,0.73
0.65,0.86,0.6,0.59,0.33,0.73
0.70,0.86,0.6,0.59,0.33,0.73
0.75,0.86,0.6,0.59,0.33,0.73
std
0.40,0.02,0.06,0.06,0.05,0.06
0.45,0.02,0.04,0.04,0.08,0.03
0.50,0.02,0.03,0.04,0.07,0.02
0.55,0.02,0.03,0.04,0.07,0.02
0.60,0.02,0.03,0.04,0.07,0.02
0.65,0.02,0.03,0.04,0.07,0.02
0.70,0.02,0.03,0.04,0.07,0.02
0.75,0.02,0.03,0.04,0.07,0.02
test finished in 36282.51 seconds
