,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.49,0.01,0.01,0.0,0.02
0.45,0.91,0.54,0.53,0.32,0.67
0.50,0.92,0.84,0.83,0.76,0.88
0.55,0.9,0.94,0.89,0.89,0.92
0.60,0.85,0.96,0.82,0.84,0.9
0.65,0.84,0.96,0.82,0.83,0.89
0.70,0.84,0.96,0.82,0.83,0.89
0.75,0.84,0.96,0.82,0.83,0.89
max
0.40,1.0,0.16,0.16,0.05,0.27
0.45,0.96,0.64,0.62,0.49,0.75
0.50,0.95,0.9,0.89,0.86,0.92
0.55,0.95,0.96,0.95,0.95,0.95
0.60,0.91,0.97,0.9,0.93,0.94
0.65,0.91,0.97,0.9,0.93,0.94
0.70,0.91,0.97,0.9,0.93,0.94
0.75,0.91,0.97,0.9,0.93,0.94
min
0.40,0.27,0.0,0.0,0.0,0.0
0.45,0.86,0.36,0.35,0.14,0.52
0.50,0.87,0.8,0.79,0.62,0.85
0.55,0.85,0.92,0.83,0.82,0.89
0.60,0.78,0.94,0.74,0.73,0.85
0.65,0.78,0.94,0.74,0.72,0.85
0.70,0.78,0.94,0.74,0.72,0.85
0.75,0.78,0.94,0.74,0.72,0.85
std
0.40,0.22,0.03,0.03,0.01,0.06
0.45,0.02,0.05,0.05,0.07,0.04
0.50,0.01,0.02,0.02,0.05,0.01
0.55,0.02,0.01,0.02,0.02,0.01
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.01,0.03,0.04,0.01
0.70,0.02,0.01,0.03,0.04,0.01
0.75,0.02,0.01,0.03,0.04,0.01
test finished in 25649.05 seconds
