,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.78,0.11,0.11,0.04,0.19
0.45,0.91,0.6,0.59,0.39,0.72
0.50,0.91,0.86,0.85,0.77,0.88
0.55,0.89,0.94,0.88,0.88,0.92
0.60,0.84,0.96,0.81,0.82,0.89
0.65,0.84,0.96,0.81,0.82,0.89
0.70,0.84,0.96,0.81,0.82,0.89
0.75,0.84,0.96,0.81,0.82,0.89
max
0.40,0.94,0.3,0.3,0.15,0.45
0.45,0.93,0.71,0.7,0.56,0.8
0.50,0.95,0.9,0.9,0.89,0.92
0.55,0.92,0.97,0.91,0.93,0.94
0.60,0.88,0.98,0.86,0.89,0.92
0.65,0.88,0.98,0.86,0.88,0.92
0.70,0.88,0.98,0.86,0.88,0.92
0.75,0.88,0.98,0.86,0.88,0.92
min
0.40,0.3,0.0,0.0,0.0,0.0
0.45,0.87,0.42,0.4,0.19,0.57
0.50,0.89,0.81,0.8,0.66,0.85
0.55,0.86,0.92,0.84,0.82,0.89
0.60,0.79,0.94,0.76,0.74,0.86
0.65,0.79,0.94,0.75,0.74,0.86
0.70,0.79,0.94,0.75,0.74,0.86
0.75,0.79,0.94,0.75,0.74,0.86
std
0.40,0.19,0.08,0.08,0.04,0.13
0.45,0.01,0.05,0.05,0.08,0.04
0.50,0.01,0.02,0.02,0.05,0.01
0.55,0.01,0.01,0.02,0.02,0.01
0.60,0.02,0.01,0.02,0.03,0.01
0.65,0.02,0.01,0.02,0.03,0.01
0.70,0.02,0.01,0.02,0.03,0.01
0.75,0.02,0.01,0.02,0.03,0.01
test finished in 25515.91 seconds
