,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.9,0.28,0.28,0.12,0.43
0.45,0.92,0.67,0.65,0.47,0.77
0.50,0.92,0.88,0.87,0.82,0.9
0.55,0.9,0.95,0.88,0.89,0.92
0.60,0.85,0.96,0.83,0.84,0.9
0.65,0.85,0.96,0.82,0.84,0.9
0.70,0.85,0.96,0.82,0.84,0.9
0.75,0.85,0.96,0.82,0.84,0.9
max
0.40,0.94,0.4,0.39,0.23,0.56
0.45,0.95,0.76,0.75,0.66,0.84
0.50,0.95,0.93,0.93,0.92,0.94
0.55,0.94,0.97,0.93,0.95,0.95
0.60,0.9,0.97,0.89,0.91,0.93
0.65,0.9,0.97,0.89,0.91,0.93
0.70,0.9,0.97,0.89,0.91,0.93
0.75,0.9,0.97,0.89,0.91,0.93
min
0.40,0.82,0.05,0.05,0.01,0.1
0.45,0.87,0.56,0.54,0.25,0.69
0.50,0.87,0.82,0.81,0.67,0.85
0.55,0.85,0.92,0.83,0.82,0.89
0.60,0.8,0.94,0.76,0.73,0.87
0.65,0.8,0.94,0.76,0.73,0.87
0.70,0.8,0.94,0.76,0.73,0.87
0.75,0.8,0.94,0.76,0.73,0.87
std
0.40,0.03,0.07,0.07,0.05,0.09
0.45,0.01,0.04,0.04,0.08,0.03
0.50,0.01,0.02,0.02,0.05,0.02
0.55,0.02,0.01,0.02,0.03,0.01
0.60,0.02,0.01,0.03,0.04,0.01
0.65,0.02,0.01,0.03,0.04,0.02
0.70,0.02,0.01,0.03,0.04,0.02
0.75,0.02,0.01,0.03,0.04,0.02
test finished in 25631.83 seconds
