,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k25 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k25 t0.5 c0.5,0.15,0.04,0.82,0.16,0.27
th0.49999999999999994 method1 k25 t0.5 c0.5,0.49,0.31,0.84,0.52,0.64
th0.5499999999999999 method1 k25 t0.5 c0.5,0.69,0.54,0.86,0.73,0.78
th0.6 method1 k25 t0.5 c0.5,0.84,0.76,0.88,0.87,0.87
th0.65 method1 k25 t0.5 c0.5,0.83,0.79,0.87,0.92,0.89
th0.7000000000000001 method1 k25 t0.5 c0.5,0.73,0.74,0.81,0.96,0.88
th0.7500000000000001 method1 k25 t0.5 c0.5,0.59,0.6,0.73,0.99,0.84
th0.8000000000000002 method1 k25 t0.5 c0.5,0.45,0.44,0.66,1.0,0.79
max
th0.3 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k25 t0.5 c0.5,0.22,0.07,0.84,0.23,0.37
th0.49999999999999994 method1 k25 t0.5 c0.5,0.65,0.5,0.88,0.68,0.77
th0.5499999999999999 method1 k25 t0.5 c0.5,0.79,0.72,0.91,0.82,0.86
th0.6 method1 k25 t0.5 c0.5,0.92,0.89,0.93,0.93,0.93
th0.65 method1 k25 t0.5 c0.5,0.87,0.87,0.9,0.96,0.93
th0.7000000000000001 method1 k25 t0.5 c0.5,0.76,0.77,0.83,0.98,0.9
th0.7500000000000001 method1 k25 t0.5 c0.5,0.62,0.66,0.74,1.0,0.85
th0.8000000000000002 method1 k25 t0.5 c0.5,0.5,0.52,0.68,1.0,0.81
min
th0.3 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.5 c0.5,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k25 t0.5 c0.5,0.03,0.0,0.79,0.03,0.06
th0.49999999999999994 method1 k25 t0.5 c0.5,0.22,0.07,0.73,0.24,0.36
th0.5499999999999999 method1 k25 t0.5 c0.5,0.43,0.17,0.77,0.49,0.6
th0.6 method1 k25 t0.5 c0.5,0.67,0.53,0.78,0.72,0.75
th0.65 method1 k25 t0.5 c0.5,0.71,0.56,0.77,0.8,0.79
th0.7000000000000001 method1 k25 t0.5 c0.5,0.65,0.64,0.75,0.9,0.82
th0.7500000000000001 method1 k25 t0.5 c0.5,0.5,0.45,0.68,0.95,0.79
th0.8000000000000002 method1 k25 t0.5 c0.5,0.35,0.3,0.62,0.98,0.76
std
th0.3 method1 k25 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k25 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k25 t0.5 c0.5,0.07,0.02,0.02,0.07,0.11
th0.49999999999999994 method1 k25 t0.5 c0.5,0.14,0.14,0.06,0.15,0.14
th0.5499999999999999 method1 k25 t0.5 c0.5,0.13,0.19,0.05,0.12,0.09
th0.6 method1 k25 t0.5 c0.5,0.09,0.12,0.05,0.07,0.06
th0.65 method1 k25 t0.5 c0.5,0.06,0.12,0.05,0.06,0.05
th0.7000000000000001 method1 k25 t0.5 c0.5,0.04,0.05,0.03,0.03,0.03
th0.7500000000000001 method1 k25 t0.5 c0.5,0.05,0.08,0.02,0.02,0.02
th0.8000000000000002 method1 k25 t0.5 c0.5,0.05,0.08,0.02,0.01,0.02
test finished in 447.50 seconds
