,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.2 c0.8,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.2 c0.8,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.2 c0.8,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.2 c0.8,0.0,0.0,1.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.2 c0.8,0.01,0.0,0.97,0.01,0.02
th0.5499999999999999 method1 k15 t0.2 c0.8,0.41,0.19,0.85,0.43,0.57
th0.6 method1 k15 t0.2 c0.8,0.7,0.56,0.86,0.74,0.8
th0.65 method1 k15 t0.2 c0.8,0.85,0.78,0.89,0.88,0.88
th0.7000000000000001 method1 k15 t0.2 c0.8,0.85,0.85,0.88,0.95,0.91
th0.7500000000000001 method1 k15 t0.2 c0.8,0.71,0.71,0.79,0.98,0.87
th0.8000000000000002 method1 k15 t0.2 c0.8,0.5,0.46,0.68,0.99,0.8
max
th0.3 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.2 c0.8,0.05,0.01,1.0,0.06,0.11
th0.5499999999999999 method1 k15 t0.2 c0.8,0.5,0.29,0.86,0.53,0.66
th0.6 method1 k15 t0.2 c0.8,0.75,0.62,0.87,0.78,0.82
th0.65 method1 k15 t0.2 c0.8,0.86,0.79,0.89,0.89,0.89
th0.7000000000000001 method1 k15 t0.2 c0.8,0.87,0.88,0.9,0.96,0.93
th0.7500000000000001 method1 k15 t0.2 c0.8,0.74,0.75,0.81,0.98,0.88
th0.8000000000000002 method1 k15 t0.2 c0.8,0.52,0.51,0.69,0.99,0.81
min
th0.3 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.2 c0.8,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.2 c0.8,-0.0,0.0,0.86,-0.0,-0.0
th0.5499999999999999 method1 k15 t0.2 c0.8,0.35,0.14,0.84,0.37,0.52
th0.6 method1 k15 t0.2 c0.8,0.66,0.51,0.86,0.7,0.77
th0.65 method1 k15 t0.2 c0.8,0.84,0.76,0.88,0.86,0.88
th0.7000000000000001 method1 k15 t0.2 c0.8,0.82,0.8,0.86,0.94,0.9
th0.7500000000000001 method1 k15 t0.2 c0.8,0.68,0.66,0.77,0.97,0.86
th0.8000000000000002 method1 k15 t0.2 c0.8,0.47,0.42,0.67,0.99,0.8
std
th0.3 method1 k15 t0.2 c0.8,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.2 c0.8,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.2 c0.8,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.2 c0.8,0.0,0.0,0.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.2 c0.8,0.02,0.0,0.06,0.02,0.04
th0.5499999999999999 method1 k15 t0.2 c0.8,0.06,0.06,0.01,0.06,0.06
th0.6 method1 k15 t0.2 c0.8,0.03,0.04,0.0,0.03,0.02
th0.65 method1 k15 t0.2 c0.8,0.01,0.01,0.0,0.01,0.0
th0.7000000000000001 method1 k15 t0.2 c0.8,0.02,0.03,0.01,0.01,0.01
th0.7500000000000001 method1 k15 t0.2 c0.8,0.02,0.03,0.01,0.0,0.01
th0.8000000000000002 method1 k15 t0.2 c0.8,0.02,0.03,0.01,0.0,0.0
test finished in 288.32 seconds
