,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k25 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.8 c0.2,0.11,0.03,0.8,0.12,0.19
th0.44999999999999996 method1 k25 t0.8 c0.2,0.51,0.3,0.87,0.54,0.67
th0.49999999999999994 method1 k25 t0.8 c0.2,0.73,0.61,0.88,0.77,0.82
th0.5499999999999999 method1 k25 t0.8 c0.2,0.87,0.8,0.91,0.89,0.9
th0.6 method1 k25 t0.8 c0.2,0.85,0.84,0.88,0.94,0.91
th0.65 method1 k25 t0.8 c0.2,0.79,0.82,0.85,0.97,0.91
th0.7000000000000001 method1 k25 t0.8 c0.2,0.66,0.69,0.77,0.99,0.86
th0.7500000000000001 method1 k25 t0.8 c0.2,0.54,0.56,0.7,1.0,0.82
th0.8000000000000002 method1 k25 t0.8 c0.2,0.42,0.42,0.65,1.0,0.78
max
th0.3 method1 k25 t0.8 c0.2,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.8 c0.2,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.8 c0.2,0.19,0.06,1.0,0.2,0.33
th0.44999999999999996 method1 k25 t0.8 c0.2,0.57,0.4,0.89,0.6,0.71
th0.49999999999999994 method1 k25 t0.8 c0.2,0.77,0.7,0.91,0.8,0.84
th0.5499999999999999 method1 k25 t0.8 c0.2,0.89,0.85,0.94,0.91,0.92
th0.6 method1 k25 t0.8 c0.2,0.87,0.88,0.9,0.95,0.92
th0.65 method1 k25 t0.8 c0.2,0.84,0.89,0.88,0.98,0.93
th0.7000000000000001 method1 k25 t0.8 c0.2,0.71,0.76,0.8,1.0,0.88
th0.7500000000000001 method1 k25 t0.8 c0.2,0.56,0.6,0.72,1.0,0.83
th0.8000000000000002 method1 k25 t0.8 c0.2,0.45,0.47,0.66,1.0,0.8
min
th0.3 method1 k25 t0.8 c0.2,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.8 c0.2,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.8 c0.2,-0.0,0.0,0.43,0.0,0.0
th0.44999999999999996 method1 k25 t0.8 c0.2,0.48,0.24,0.85,0.51,0.64
th0.49999999999999994 method1 k25 t0.8 c0.2,0.69,0.5,0.87,0.73,0.79
th0.5499999999999999 method1 k25 t0.8 c0.2,0.84,0.75,0.89,0.86,0.88
th0.6 method1 k25 t0.8 c0.2,0.82,0.79,0.86,0.92,0.89
th0.65 method1 k25 t0.8 c0.2,0.75,0.76,0.82,0.97,0.89
th0.7000000000000001 method1 k25 t0.8 c0.2,0.6,0.59,0.73,0.99,0.84
th0.7500000000000001 method1 k25 t0.8 c0.2,0.48,0.45,0.67,0.99,0.8
th0.8000000000000002 method1 k25 t0.8 c0.2,0.37,0.31,0.62,1.0,0.76
std
th0.3 method1 k25 t0.8 c0.2,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k25 t0.8 c0.2,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.8 c0.2,0.09,0.03,0.19,0.09,0.16
th0.44999999999999996 method1 k25 t0.8 c0.2,0.03,0.07,0.01,0.03,0.03
th0.49999999999999994 method1 k25 t0.8 c0.2,0.03,0.07,0.01,0.02,0.02
th0.5499999999999999 method1 k25 t0.8 c0.2,0.02,0.04,0.02,0.02,0.01
th0.6 method1 k25 t0.8 c0.2,0.02,0.04,0.02,0.01,0.01
th0.65 method1 k25 t0.8 c0.2,0.03,0.04,0.02,0.0,0.01
th0.7000000000000001 method1 k25 t0.8 c0.2,0.04,0.06,0.02,0.0,0.01
th0.7500000000000001 method1 k25 t0.8 c0.2,0.03,0.06,0.02,0.0,0.01
th0.8000000000000002 method1 k25 t0.8 c0.2,0.03,0.06,0.01,0.0,0.01
test finished in 447.99 seconds
