,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.4 c0.6,0.0,0.0,0.83,0.0,0.0
th0.49999999999999994 method1 k15 t0.4 c0.6,0.41,0.21,0.87,0.44,0.58
th0.5499999999999999 method1 k15 t0.4 c0.6,0.71,0.57,0.88,0.75,0.81
th0.6 method1 k15 t0.4 c0.6,0.84,0.77,0.9,0.87,0.88
th0.65 method1 k15 t0.4 c0.6,0.88,0.86,0.9,0.94,0.92
th0.7000000000000001 method1 k15 t0.4 c0.6,0.82,0.85,0.86,0.98,0.92
th0.7500000000000001 method1 k15 t0.4 c0.6,0.66,0.66,0.76,0.99,0.86
th0.8000000000000002 method1 k15 t0.4 c0.6,0.48,0.45,0.67,1.0,0.8
max
th0.3 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.4 c0.6,0.0,0.0,1.0,0.0,0.01
th0.49999999999999994 method1 k15 t0.4 c0.6,0.48,0.28,0.91,0.51,0.65
th0.5499999999999999 method1 k15 t0.4 c0.6,0.75,0.63,0.9,0.78,0.83
th0.6 method1 k15 t0.4 c0.6,0.87,0.81,0.92,0.89,0.9
th0.65 method1 k15 t0.4 c0.6,0.91,0.91,0.92,0.96,0.94
th0.7000000000000001 method1 k15 t0.4 c0.6,0.87,0.92,0.91,0.99,0.95
th0.7500000000000001 method1 k15 t0.4 c0.6,0.72,0.71,0.8,1.0,0.89
th0.8000000000000002 method1 k15 t0.4 c0.6,0.55,0.51,0.71,1.0,0.83
min
th0.3 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.4 c0.6,0.0,0.0,0.42,0.0,0.0
th0.49999999999999994 method1 k15 t0.4 c0.6,0.28,0.11,0.84,0.3,0.44
th0.5499999999999999 method1 k15 t0.4 c0.6,0.64,0.42,0.84,0.68,0.75
th0.6 method1 k15 t0.4 c0.6,0.8,0.72,0.86,0.84,0.85
th0.65 method1 k15 t0.4 c0.6,0.82,0.8,0.86,0.92,0.89
th0.7000000000000001 method1 k15 t0.4 c0.6,0.78,0.8,0.83,0.97,0.89
th0.7500000000000001 method1 k15 t0.4 c0.6,0.61,0.6,0.73,0.99,0.84
th0.8000000000000002 method1 k15 t0.4 c0.6,0.44,0.4,0.65,1.0,0.79
std
th0.3 method1 k15 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.4 c0.6,0.0,0.0,0.23,0.0,0.0
th0.49999999999999994 method1 k15 t0.4 c0.6,0.07,0.06,0.02,0.07,0.07
th0.5499999999999999 method1 k15 t0.4 c0.6,0.04,0.08,0.02,0.04,0.03
th0.6 method1 k15 t0.4 c0.6,0.02,0.03,0.02,0.02,0.02
th0.65 method1 k15 t0.4 c0.6,0.03,0.04,0.02,0.01,0.02
th0.7000000000000001 method1 k15 t0.4 c0.6,0.04,0.04,0.03,0.01,0.02
th0.7500000000000001 method1 k15 t0.4 c0.6,0.04,0.04,0.02,0.0,0.02
th0.8000000000000002 method1 k15 t0.4 c0.6,0.04,0.05,0.02,0.0,0.01
test finished in 361.38 seconds
