,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.9 c0.1,0.2,0.07,0.9,0.21,0.31
th0.44999999999999996 method1 k15 t0.9 c0.1,0.51,0.33,0.85,0.54,0.64
th0.49999999999999994 method1 k15 t0.9 c0.1,0.7,0.59,0.87,0.74,0.79
th0.5499999999999999 method1 k15 t0.9 c0.1,0.84,0.78,0.88,0.87,0.88
th0.6 method1 k15 t0.9 c0.1,0.83,0.82,0.87,0.93,0.9
th0.65 method1 k15 t0.9 c0.1,0.75,0.77,0.82,0.96,0.88
th0.7000000000000001 method1 k15 t0.9 c0.1,0.62,0.64,0.74,0.98,0.85
th0.7500000000000001 method1 k15 t0.9 c0.1,0.5,0.51,0.69,0.99,0.81
th0.8000000000000002 method1 k15 t0.9 c0.1,0.39,0.39,0.64,1.0,0.78
max
th0.3 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.9 c0.1,0.35,0.15,1.0,0.37,0.52
th0.44999999999999996 method1 k15 t0.9 c0.1,0.67,0.5,0.9,0.71,0.79
th0.49999999999999994 method1 k15 t0.9 c0.1,0.79,0.72,0.92,0.82,0.87
th0.5499999999999999 method1 k15 t0.9 c0.1,0.9,0.87,0.92,0.92,0.92
th0.6 method1 k15 t0.9 c0.1,0.89,0.88,0.92,0.96,0.93
th0.65 method1 k15 t0.9 c0.1,0.83,0.86,0.87,0.98,0.92
th0.7000000000000001 method1 k15 t0.9 c0.1,0.7,0.74,0.79,0.99,0.88
th0.7500000000000001 method1 k15 t0.9 c0.1,0.58,0.6,0.72,1.0,0.84
th0.8000000000000002 method1 k15 t0.9 c0.1,0.45,0.45,0.66,1.0,0.8
min
th0.3 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.9 c0.1,0.0,0.0,0.85,0.0,0.0
th0.44999999999999996 method1 k15 t0.9 c0.1,0.16,0.04,0.76,0.18,0.29
th0.49999999999999994 method1 k15 t0.9 c0.1,0.4,0.19,0.75,0.45,0.56
th0.5499999999999999 method1 k15 t0.9 c0.1,0.67,0.54,0.78,0.72,0.75
th0.6 method1 k15 t0.9 c0.1,0.72,0.63,0.78,0.82,0.8
th0.65 method1 k15 t0.9 c0.1,0.63,0.59,0.73,0.88,0.8
th0.7000000000000001 method1 k15 t0.9 c0.1,0.49,0.43,0.66,0.94,0.78
th0.7500000000000001 method1 k15 t0.9 c0.1,0.36,0.28,0.62,0.97,0.75
th0.8000000000000002 method1 k15 t0.9 c0.1,0.25,0.18,0.58,0.99,0.73
std
th0.3 method1 k15 t0.9 c0.1,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.9 c0.1,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.9 c0.1,0.13,0.06,0.05,0.14,0.19
th0.44999999999999996 method1 k15 t0.9 c0.1,0.18,0.16,0.05,0.19,0.18
th0.49999999999999994 method1 k15 t0.9 c0.1,0.15,0.2,0.06,0.14,0.12
th0.5499999999999999 method1 k15 t0.9 c0.1,0.09,0.12,0.05,0.08,0.06
th0.6 method1 k15 t0.9 c0.1,0.06,0.09,0.05,0.05,0.05
th0.65 method1 k15 t0.9 c0.1,0.07,0.09,0.05,0.04,0.04
th0.7000000000000001 method1 k15 t0.9 c0.1,0.07,0.11,0.04,0.02,0.03
th0.7500000000000001 method1 k15 t0.9 c0.1,0.08,0.12,0.04,0.01,0.03
th0.8000000000000002 method1 k15 t0.9 c0.1,0.07,0.1,0.03,0.0,0.03
test finished in 561.66 seconds
