,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k25 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.4 c0.6,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k25 t0.4 c0.6,0.0,0.0,0.86,0.0,0.0
th0.49999999999999994 method1 k25 t0.4 c0.6,0.39,0.21,0.86,0.42,0.56
th0.5499999999999999 method1 k25 t0.4 c0.6,0.68,0.55,0.87,0.72,0.79
th0.6 method1 k25 t0.4 c0.6,0.83,0.75,0.89,0.86,0.87
th0.65 method1 k25 t0.4 c0.6,0.86,0.84,0.89,0.94,0.91
th0.7000000000000001 method1 k25 t0.4 c0.6,0.79,0.82,0.85,0.98,0.91
th0.7500000000000001 method1 k25 t0.4 c0.6,0.62,0.63,0.74,0.99,0.85
th0.8000000000000002 method1 k25 t0.4 c0.6,0.46,0.44,0.67,1.0,0.8
max
th0.3 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,0.01
th0.49999999999999994 method1 k25 t0.4 c0.6,0.48,0.29,0.88,0.52,0.65
th0.5499999999999999 method1 k25 t0.4 c0.6,0.72,0.64,0.89,0.76,0.81
th0.6 method1 k25 t0.4 c0.6,0.88,0.85,0.92,0.91,0.9
th0.65 method1 k25 t0.4 c0.6,0.88,0.86,0.91,0.95,0.93
th0.7000000000000001 method1 k25 t0.4 c0.6,0.84,0.87,0.88,0.99,0.93
th0.7500000000000001 method1 k25 t0.4 c0.6,0.66,0.69,0.76,1.0,0.86
th0.8000000000000002 method1 k25 t0.4 c0.6,0.49,0.51,0.68,1.0,0.81
min
th0.3 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k25 t0.4 c0.6,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k25 t0.4 c0.6,-0.0,0.0,0.53,-0.0,-0.0
th0.49999999999999994 method1 k25 t0.4 c0.6,0.23,0.08,0.83,0.24,0.38
th0.5499999999999999 method1 k25 t0.4 c0.6,0.58,0.35,0.84,0.62,0.71
th0.6 method1 k25 t0.4 c0.6,0.76,0.63,0.86,0.79,0.82
th0.65 method1 k25 t0.4 c0.6,0.82,0.79,0.86,0.9,0.88
th0.7000000000000001 method1 k25 t0.4 c0.6,0.74,0.75,0.8,0.95,0.87
th0.7500000000000001 method1 k25 t0.4 c0.6,0.57,0.55,0.71,0.98,0.82
th0.8000000000000002 method1 k25 t0.4 c0.6,0.43,0.39,0.65,0.99,0.78
std
th0.3 method1 k25 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k25 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.4 c0.6,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k25 t0.4 c0.6,0.0,0.0,0.19,0.0,0.0
th0.49999999999999994 method1 k25 t0.4 c0.6,0.09,0.07,0.02,0.09,0.09
th0.5499999999999999 method1 k25 t0.4 c0.6,0.05,0.1,0.02,0.05,0.04
th0.6 method1 k25 t0.4 c0.6,0.04,0.07,0.02,0.04,0.03
th0.65 method1 k25 t0.4 c0.6,0.02,0.03,0.02,0.02,0.02
th0.7000000000000001 method1 k25 t0.4 c0.6,0.03,0.04,0.03,0.01,0.02
th0.7500000000000001 method1 k25 t0.4 c0.6,0.03,0.05,0.02,0.01,0.01
th0.8000000000000002 method1 k25 t0.4 c0.6,0.02,0.04,0.01,0.0,0.01
test finished in 240.73 seconds
