,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.3 c0.7,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.3 c0.7,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.3 c0.7,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.3 c0.7,0.0,0.0,1.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.3 c0.7,0.21,0.08,0.79,0.22,0.34
th0.5499999999999999 method1 k15 t0.3 c0.7,0.51,0.32,0.84,0.54,0.65
th0.6 method1 k15 t0.3 c0.7,0.74,0.63,0.84,0.78,0.81
th0.65 method1 k15 t0.3 c0.7,0.82,0.78,0.86,0.88,0.87
th0.7000000000000001 method1 k15 t0.3 c0.7,0.76,0.76,0.83,0.95,0.88
th0.7500000000000001 method1 k15 t0.3 c0.7,0.63,0.63,0.75,0.98,0.85
th0.8000000000000002 method1 k15 t0.3 c0.7,0.43,0.38,0.65,1.0,0.78
max
th0.3 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.3 c0.7,0.28,0.13,0.87,0.3,0.44
th0.5499999999999999 method1 k15 t0.3 c0.7,0.6,0.45,0.88,0.63,0.73
th0.6 method1 k15 t0.3 c0.7,0.81,0.75,0.89,0.84,0.85
th0.65 method1 k15 t0.3 c0.7,0.89,0.86,0.91,0.92,0.91
th0.7000000000000001 method1 k15 t0.3 c0.7,0.84,0.83,0.88,0.98,0.92
th0.7500000000000001 method1 k15 t0.3 c0.7,0.73,0.75,0.81,1.0,0.89
th0.8000000000000002 method1 k15 t0.3 c0.7,0.51,0.48,0.68,1.0,0.81
min
th0.3 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.3 c0.7,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.3 c0.7,0.08,0.02,0.59,0.09,0.16
th0.5499999999999999 method1 k15 t0.3 c0.7,0.27,0.1,0.7,0.31,0.43
th0.6 method1 k15 t0.3 c0.7,0.56,0.42,0.69,0.62,0.65
th0.65 method1 k15 t0.3 c0.7,0.58,0.53,0.68,0.76,0.72
th0.7000000000000001 method1 k15 t0.3 c0.7,0.53,0.51,0.67,0.86,0.75
th0.7500000000000001 method1 k15 t0.3 c0.7,0.37,0.3,0.61,0.94,0.74
th0.8000000000000002 method1 k15 t0.3 c0.7,0.23,0.14,0.56,0.98,0.72
std
th0.3 method1 k15 t0.3 c0.7,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.3 c0.7,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.3 c0.7,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.3 c0.7,0.0,0.0,0.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.3 c0.7,0.07,0.04,0.1,0.07,0.1
th0.5499999999999999 method1 k15 t0.3 c0.7,0.12,0.12,0.07,0.12,0.11
th0.6 method1 k15 t0.3 c0.7,0.09,0.11,0.08,0.08,0.08
th0.65 method1 k15 t0.3 c0.7,0.12,0.12,0.09,0.06,0.08
th0.7000000000000001 method1 k15 t0.3 c0.7,0.12,0.13,0.08,0.05,0.07
th0.7500000000000001 method1 k15 t0.3 c0.7,0.13,0.17,0.07,0.02,0.05
th0.8000000000000002 method1 k15 t0.3 c0.7,0.1,0.12,0.04,0.01,0.03
test finished in 256.24 seconds
