,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.1 c0.9,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.1 c0.9,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.1 c0.9,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.1 c0.9,0.0,0.0,1.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.1 c0.9,0.0,0.0,0.69,0.0,0.0
th0.5499999999999999 method1 k15 t0.1 c0.9,0.27,0.11,0.82,0.3,0.44
th0.6 method1 k15 t0.1 c0.9,0.55,0.32,0.83,0.59,0.69
th0.65 method1 k15 t0.1 c0.9,0.78,0.7,0.85,0.82,0.83
th0.7000000000000001 method1 k15 t0.1 c0.9,0.77,0.75,0.82,0.91,0.86
th0.7500000000000001 method1 k15 t0.1 c0.9,0.66,0.67,0.76,0.96,0.85
th0.8000000000000002 method1 k15 t0.1 c0.9,0.45,0.4,0.66,0.99,0.79
max
th0.3 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.1 c0.9,0.0,0.0,1.0,0.0,0.0
th0.5499999999999999 method1 k15 t0.1 c0.9,0.32,0.14,0.9,0.35,0.5
th0.6 method1 k15 t0.1 c0.9,0.63,0.47,0.86,0.68,0.74
th0.65 method1 k15 t0.1 c0.9,0.81,0.75,0.87,0.84,0.85
th0.7000000000000001 method1 k15 t0.1 c0.9,0.81,0.79,0.85,0.91,0.88
th0.7500000000000001 method1 k15 t0.1 c0.9,0.71,0.74,0.79,0.97,0.87
th0.8000000000000002 method1 k15 t0.1 c0.9,0.48,0.45,0.67,0.99,0.8
min
th0.3 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.1 c0.9,-0.0,0.0,1.0,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.1 c0.9,0.0,0.0,0.4,0.0,0.0
th0.5499999999999999 method1 k15 t0.1 c0.9,0.21,0.07,0.76,0.23,0.36
th0.6 method1 k15 t0.1 c0.9,0.48,0.24,0.8,0.53,0.65
th0.65 method1 k15 t0.1 c0.9,0.76,0.67,0.81,0.81,0.81
th0.7000000000000001 method1 k15 t0.1 c0.9,0.71,0.72,0.78,0.9,0.83
th0.7500000000000001 method1 k15 t0.1 c0.9,0.6,0.61,0.72,0.96,0.82
th0.8000000000000002 method1 k15 t0.1 c0.9,0.41,0.36,0.63,0.99,0.77
std
th0.3 method1 k15 t0.1 c0.9,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.1 c0.9,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.1 c0.9,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.1 c0.9,0.0,0.0,0.0,0.0,0.0
th0.49999999999999994 method1 k15 t0.1 c0.9,0.0,0.0,0.26,0.0,0.0
th0.5499999999999999 method1 k15 t0.1 c0.9,0.04,0.03,0.05,0.04,0.05
th0.6 method1 k15 t0.1 c0.9,0.05,0.08,0.02,0.05,0.03
th0.65 method1 k15 t0.1 c0.9,0.02,0.03,0.02,0.01,0.01
th0.7000000000000001 method1 k15 t0.1 c0.9,0.04,0.03,0.03,0.0,0.02
th0.7500000000000001 method1 k15 t0.1 c0.9,0.04,0.05,0.02,0.0,0.02
th0.8000000000000002 method1 k15 t0.1 c0.9,0.02,0.03,0.01,0.0,0.01
test finished in 282.11 seconds
