,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.9 c0.1,0.12,0.04,0.81,0.13,0.2
th0.44999999999999996 method1 k25 t0.9 c0.1,0.48,0.33,0.81,0.51,0.59
th0.49999999999999994 method1 k25 t0.9 c0.1,0.66,0.55,0.85,0.7,0.75
th0.5499999999999999 method1 k25 t0.9 c0.1,0.79,0.69,0.87,0.82,0.84
th0.6 method1 k25 t0.9 c0.1,0.81,0.78,0.86,0.91,0.88
th0.65 method1 k25 t0.9 c0.1,0.74,0.73,0.81,0.94,0.87
th0.7000000000000001 method1 k25 t0.9 c0.1,0.62,0.62,0.74,0.96,0.84
th0.7500000000000001 method1 k25 t0.9 c0.1,0.5,0.48,0.68,0.99,0.81
th0.8000000000000002 method1 k25 t0.9 c0.1,0.38,0.34,0.63,0.99,0.77
max
th0.3 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.9 c0.1,0.3,0.13,1.0,0.31,0.46
th0.44999999999999996 method1 k25 t0.9 c0.1,0.62,0.43,0.88,0.65,0.74
th0.49999999999999994 method1 k25 t0.9 c0.1,0.79,0.72,0.9,0.82,0.85
th0.5499999999999999 method1 k25 t0.9 c0.1,0.88,0.83,0.91,0.9,0.91
th0.6 method1 k25 t0.9 c0.1,0.87,0.87,0.9,0.96,0.93
th0.65 method1 k25 t0.9 c0.1,0.81,0.83,0.86,0.98,0.91
th0.7000000000000001 method1 k25 t0.9 c0.1,0.67,0.69,0.77,0.99,0.87
th0.7500000000000001 method1 k25 t0.9 c0.1,0.55,0.55,0.71,1.0,0.83
th0.8000000000000002 method1 k25 t0.9 c0.1,0.45,0.45,0.66,1.0,0.8
min
th0.3 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k25 t0.9 c0.1,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.9 c0.1,-0.0,0.0,0.44,0.0,0.0
th0.44999999999999996 method1 k25 t0.9 c0.1,0.01,0.0,0.59,0.02,0.04
th0.49999999999999994 method1 k25 t0.9 c0.1,0.23,0.06,0.69,0.27,0.38
th0.5499999999999999 method1 k25 t0.9 c0.1,0.45,0.22,0.72,0.51,0.6
th0.6 method1 k25 t0.9 c0.1,0.64,0.48,0.74,0.71,0.72
th0.65 method1 k25 t0.9 c0.1,0.62,0.49,0.71,0.77,0.74
th0.7000000000000001 method1 k25 t0.9 c0.1,0.53,0.52,0.68,0.85,0.75
th0.7500000000000001 method1 k25 t0.9 c0.1,0.4,0.35,0.63,0.93,0.75
th0.8000000000000002 method1 k25 t0.9 c0.1,0.29,0.21,0.59,0.97,0.74
std
th0.3 method1 k25 t0.9 c0.1,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k25 t0.9 c0.1,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k25 t0.9 c0.1,0.11,0.05,0.19,0.12,0.18
th0.44999999999999996 method1 k25 t0.9 c0.1,0.23,0.17,0.11,0.25,0.28
th0.49999999999999994 method1 k25 t0.9 c0.1,0.22,0.25,0.08,0.21,0.19
th0.5499999999999999 method1 k25 t0.9 c0.1,0.17,0.24,0.07,0.16,0.12
th0.6 method1 k25 t0.9 c0.1,0.09,0.15,0.06,0.1,0.08
th0.65 method1 k25 t0.9 c0.1,0.06,0.12,0.05,0.08,0.06
th0.7000000000000001 method1 k25 t0.9 c0.1,0.05,0.06,0.03,0.06,0.04
th0.7500000000000001 method1 k25 t0.9 c0.1,0.05,0.07,0.03,0.03,0.03
th0.8000000000000002 method1 k25 t0.9 c0.1,0.05,0.08,0.02,0.01,0.02
test finished in 435.19 seconds
