,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.50,0.02,0.0,0.83,0.03,0.05
0.55,0.05,0.01,0.82,0.06,0.11
0.60,0.12,0.02,0.87,0.15,0.25
0.65,0.36,0.08,0.87,0.43,0.58
0.70,0.79,0.57,0.84,0.88,0.86
0.75,0.67,0.72,0.77,1.0,0.87
0.80,0.51,0.57,0.69,1.0,0.82
0.85,0.38,0.38,0.63,1.0,0.77
0.90,0.27,0.24,0.59,1.0,0.74
max
0.50,0.04,0.01,1.0,0.05,0.1
0.55,0.08,0.01,0.92,0.1,0.17
0.60,0.19,0.03,0.89,0.22,0.36
0.65,0.45,0.12,0.9,0.52,0.66
0.70,0.81,0.72,0.86,0.93,0.89
0.75,0.69,0.74,0.78,1.0,0.88
0.80,0.54,0.6,0.7,1.0,0.83
0.85,0.42,0.43,0.65,1.0,0.78
0.90,0.33,0.31,0.61,1.0,0.75
min
0.50,-0.0,-0.0,0.41,0.0,0.0
0.55,0.0,0.0,0.54,0.01,0.02
0.60,0.07,0.01,0.85,0.1,0.18
0.65,0.3,0.07,0.85,0.37,0.52
0.70,0.76,0.4,0.83,0.82,0.82
0.75,0.65,0.71,0.76,0.99,0.86
0.80,0.48,0.51,0.67,1.0,0.8
0.85,0.34,0.33,0.62,1.0,0.76
0.90,0.21,0.15,0.57,1.0,0.73
std
0.50,0.02,0.0,0.21,0.02,0.04
0.55,0.03,0.0,0.14,0.03,0.06
0.60,0.04,0.01,0.02,0.04,0.06
0.65,0.05,0.02,0.02,0.05,0.05
0.70,0.02,0.1,0.01,0.04,0.02
0.75,0.02,0.01,0.01,0.0,0.01
0.80,0.02,0.03,0.01,0.0,0.01
0.85,0.03,0.04,0.01,0.0,0.01
0.90,0.04,0.05,0.01,0.0,0.01
test finished in 298.75 seconds
