,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.50,0.0,0.0,0.65,0.0,0.0
0.55,0.01,0.0,0.65,0.02,0.04
0.60,0.02,0.0,0.64,0.04,0.08
0.65,0.19,0.03,0.79,0.26,0.39
0.70,0.7,0.44,0.81,0.81,0.81
0.75,0.64,0.7,0.76,0.98,0.86
0.80,0.5,0.57,0.69,1.0,0.81
0.85,0.35,0.36,0.62,1.0,0.76
0.90,0.27,0.25,0.58,1.0,0.74
0.95,0.22,0.19,0.56,1.0,0.72
max
0.50,-0.0,0.0,1.0,-0.0,0.01
0.55,0.02,0.0,0.96,0.03,0.06
0.60,0.05,0.01,0.88,0.07,0.13
0.65,0.26,0.05,0.86,0.32,0.47
0.70,0.76,0.74,0.83,0.95,0.88
0.75,0.66,0.77,0.77,1.0,0.87
0.80,0.53,0.63,0.7,1.0,0.82
0.85,0.37,0.41,0.63,1.0,0.77
0.90,0.3,0.28,0.6,1.0,0.75
0.95,0.26,0.24,0.58,1.0,0.74
min
0.50,-0.0,0.0,0.39,-0.0,-0.0
0.55,0.0,0.0,0.41,0.01,0.01
0.60,0.0,0.0,0.47,0.02,0.03
0.65,0.09,0.01,0.7,0.16,0.25
0.70,0.61,0.26,0.77,0.7,0.74
0.75,0.62,0.64,0.74,0.97,0.84
0.80,0.49,0.52,0.68,1.0,0.81
0.85,0.32,0.26,0.6,1.0,0.75
0.90,0.26,0.2,0.58,1.0,0.73
0.95,0.2,0.16,0.56,1.0,0.71
std
0.50,0.0,0.0,0.29,0.0,0.0
0.55,0.01,0.0,0.19,0.01,0.02
0.60,0.02,0.0,0.15,0.02,0.04
0.65,0.06,0.01,0.05,0.06,0.08
0.70,0.07,0.18,0.02,0.09,0.05
0.75,0.01,0.04,0.01,0.01,0.01
0.80,0.02,0.04,0.01,0.0,0.0
0.85,0.02,0.05,0.01,0.0,0.01
0.90,0.01,0.03,0.01,0.0,0.01
0.95,0.02,0.03,0.01,0.0,0.01
test finished in 1910.78 seconds
