,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.38,0.51,0.78,0.61,0.69,1361.5
0.10,0.43,0.31,0.72,0.76,0.74,1043.8
0.15,0.3,0.1,0.67,0.86,0.75,657.43
0.20,0.22,0.05,0.64,0.91,0.75,530.03
0.25,0.15,0.03,0.62,0.94,0.75,736.37
0.30,0.1,0.01,0.61,0.96,0.74,385.67
0.35,0.07,0.01,0.59,0.96,0.73,303.41
0.40,0.04,0.0,0.59,0.97,0.73,265.49
0.45,0.02,0.0,0.58,0.97,0.73,272.16
max
0.05,0.38,0.51,0.78,0.61,0.69,1361.5
0.10,0.43,0.31,0.72,0.76,0.74,1043.8
0.15,0.3,0.1,0.67,0.86,0.75,657.43
0.20,0.22,0.05,0.64,0.91,0.75,530.03
0.25,0.15,0.03,0.62,0.94,0.75,736.37
0.30,0.1,0.01,0.61,0.96,0.74,385.67
0.35,0.07,0.01,0.59,0.96,0.73,303.41
0.40,0.04,0.0,0.59,0.97,0.73,265.49
0.45,0.02,0.0,0.58,0.97,0.73,272.16
min
0.05,0.38,0.51,0.78,0.61,0.69,1361.5
0.10,0.43,0.31,0.72,0.76,0.74,1043.8
0.15,0.3,0.1,0.67,0.86,0.75,657.43
0.20,0.22,0.05,0.64,0.91,0.75,530.03
0.25,0.15,0.03,0.62,0.94,0.75,736.37
0.30,0.1,0.01,0.61,0.96,0.74,385.67
0.35,0.07,0.01,0.59,0.96,0.73,303.41
0.40,0.04,0.0,0.59,0.97,0.73,265.49
0.45,0.02,0.0,0.58,0.97,0.73,272.16
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 89302.96 seconds
