,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.91,0.35,0.35,0.16,0.5
0.45,0.91,0.69,0.67,0.52,0.78
0.50,0.92,0.86,0.85,0.8,0.89
0.55,0.9,0.93,0.89,0.88,0.92
0.60,0.84,0.96,0.81,0.83,0.9
0.65,0.73,0.98,0.67,0.66,0.84
0.70,0.64,0.99,0.53,0.48,0.78
0.75,0.58,1.0,0.43,0.36,0.74
max
0.40,0.96,0.48,0.48,0.29,0.63
0.45,0.94,0.78,0.77,0.71,0.85
0.50,0.95,0.9,0.89,0.89,0.92
0.55,0.94,0.95,0.93,0.93,0.94
0.60,0.89,0.98,0.87,0.92,0.93
0.65,0.78,0.99,0.73,0.79,0.87
0.70,0.69,1.0,0.6,0.66,0.81
0.75,0.62,1.0,0.49,0.57,0.77
min
0.40,0.84,0.16,0.15,0.03,0.26
0.45,0.86,0.59,0.57,0.33,0.7
0.50,0.89,0.8,0.78,0.66,0.85
0.55,0.86,0.91,0.85,0.83,0.89
0.60,0.79,0.95,0.76,0.74,0.87
0.65,0.67,0.97,0.6,0.5,0.8
0.70,0.59,0.99,0.46,0.3,0.74
0.75,0.54,0.99,0.36,0.2,0.7
std
0.40,0.02,0.06,0.06,0.06,0.07
0.45,0.01,0.04,0.04,0.08,0.03
0.50,0.01,0.02,0.02,0.04,0.01
0.55,0.01,0.01,0.02,0.02,0.01
0.60,0.02,0.01,0.02,0.03,0.01
0.65,0.02,0.0,0.02,0.06,0.01
0.70,0.02,0.0,0.03,0.07,0.01
0.75,0.02,0.0,0.03,0.08,0.01
test finished in 23365.00 seconds
