,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.92,0.25,0.25,0.1,0.39
0.45,0.92,0.64,0.63,0.45,0.75
0.50,0.92,0.86,0.85,0.79,0.89
0.55,0.91,0.94,0.9,0.89,0.92
0.60,0.83,0.97,0.81,0.82,0.89
0.65,0.71,0.99,0.65,0.62,0.83
0.70,0.62,0.99,0.5,0.43,0.76
0.75,0.56,1.0,0.39,0.3,0.72
max
0.40,1.0,0.42,0.41,0.24,0.58
0.45,0.95,0.76,0.75,0.67,0.84
0.50,0.96,0.91,0.9,0.89,0.92
0.55,0.94,0.96,0.93,0.93,0.94
0.60,0.88,0.98,0.87,0.89,0.93
0.65,0.76,0.99,0.71,0.75,0.85
0.70,0.67,1.0,0.56,0.63,0.8
0.75,0.61,1.0,0.45,0.5,0.76
min
0.40,0.75,-0.0,-0.0,0.0,-0.0
0.45,0.87,0.53,0.52,0.29,0.67
0.50,0.89,0.81,0.79,0.65,0.85
0.55,0.86,0.91,0.85,0.8,0.89
0.60,0.77,0.95,0.73,0.66,0.86
0.65,0.67,0.98,0.58,0.49,0.8
0.70,0.59,0.99,0.44,0.28,0.74
0.75,0.53,1.0,0.33,0.16,0.7
std
0.40,0.04,0.08,0.08,0.05,0.11
0.45,0.02,0.04,0.04,0.08,0.03
0.50,0.01,0.02,0.02,0.05,0.01
0.55,0.01,0.01,0.02,0.03,0.01
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.0,0.03,0.06,0.01
0.70,0.02,0.0,0.03,0.07,0.01
0.75,0.01,0.0,0.02,0.07,0.01
test finished in 23968.33 seconds
