,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.83,0.11,0.11,0.04,0.19
0.45,0.91,0.6,0.58,0.4,0.72
0.50,0.92,0.86,0.85,0.79,0.89
0.55,0.89,0.95,0.88,0.89,0.92
0.60,0.81,0.98,0.77,0.79,0.88
0.65,0.7,0.99,0.62,0.59,0.82
0.70,0.66,0.99,0.57,0.52,0.79
0.75,0.66,0.99,0.57,0.52,0.79
max
0.40,1.0,0.3,0.29,0.15,0.45
0.45,0.95,0.7,0.69,0.55,0.8
0.50,0.95,0.9,0.89,0.87,0.92
0.55,0.94,0.97,0.93,0.96,0.96
0.60,0.86,0.99,0.84,0.9,0.92
0.65,0.76,0.99,0.71,0.76,0.86
0.70,0.72,1.0,0.66,0.71,0.84
0.75,0.72,1.0,0.66,0.71,0.84
min
0.40,0.29,0.0,0.0,0.0,0.0
0.45,0.86,0.44,0.42,0.19,0.58
0.50,0.87,0.79,0.78,0.63,0.84
0.55,0.86,0.93,0.84,0.81,0.89
0.60,0.76,0.97,0.72,0.68,0.86
0.65,0.64,0.98,0.55,0.4,0.78
0.70,0.61,0.98,0.49,0.35,0.76
0.75,0.61,0.98,0.49,0.35,0.76
std
0.40,0.18,0.08,0.08,0.03,0.12
0.45,0.02,0.05,0.05,0.07,0.04
0.50,0.01,0.02,0.02,0.06,0.02
0.55,0.01,0.01,0.02,0.03,0.01
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.0,0.03,0.07,0.01
0.70,0.02,0.0,0.03,0.08,0.02
0.75,0.02,0.0,0.03,0.08,0.02
test finished in 25424.75 seconds
