,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.9,0.38,0.37,0.18,0.53
0.45,0.91,0.7,0.69,0.53,0.79
0.50,0.91,0.88,0.87,0.81,0.89
0.55,0.89,0.95,0.87,0.88,0.92
0.60,0.82,0.98,0.79,0.81,0.89
0.65,0.72,0.99,0.66,0.64,0.83
0.70,0.66,0.99,0.56,0.51,0.79
0.75,0.66,0.99,0.56,0.51,0.79
max
0.40,0.95,0.55,0.54,0.36,0.68
0.45,0.95,0.79,0.78,0.72,0.86
0.50,0.95,0.93,0.92,0.93,0.94
0.55,0.92,0.97,0.91,0.94,0.94
0.60,0.87,0.99,0.84,0.91,0.92
0.65,0.76,0.99,0.71,0.79,0.86
0.70,0.71,0.99,0.63,0.68,0.82
0.75,0.71,0.99,0.63,0.68,0.82
min
0.40,0.82,0.07,0.06,0.01,0.13
0.45,0.87,0.57,0.55,0.27,0.71
0.50,0.88,0.83,0.82,0.71,0.86
0.55,0.85,0.92,0.83,0.82,0.88
0.60,0.77,0.96,0.74,0.73,0.86
0.65,0.67,0.98,0.59,0.5,0.79
0.70,0.61,0.98,0.5,0.36,0.75
0.75,0.61,0.98,0.5,0.36,0.75
std
0.40,0.02,0.06,0.06,0.05,0.07
0.45,0.02,0.04,0.04,0.09,0.03
0.50,0.01,0.02,0.02,0.05,0.01
0.55,0.01,0.01,0.02,0.03,0.01
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.0,0.03,0.06,0.01
0.70,0.02,0.0,0.03,0.07,0.01
0.75,0.02,0.0,0.03,0.07,0.01
test finished in 26446.18 seconds
