,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.94,0.0,0.0,0.0,0.0
0.45,0.46,0.0,0.0,0.0,0.0
0.50,0.77,0.32,0.31,0.14,0.45
0.55,0.8,0.7,0.68,0.51,0.75
0.60,0.76,0.87,0.72,0.7,0.81
0.65,0.65,0.94,0.56,0.52,0.77
0.70,0.56,0.98,0.41,0.27,0.71
0.75,0.52,0.99,0.31,0.17,0.68
max
0.40,1.0,-0.0,-0.0,0.0,0.01
0.45,1.0,0.01,0.0,-0.0,0.01
0.50,0.85,0.46,0.45,0.24,0.59
0.55,0.85,0.78,0.77,0.69,0.81
0.60,0.8,0.9,0.77,0.79,0.84
0.65,0.68,0.95,0.61,0.64,0.79
0.70,0.58,0.98,0.44,0.36,0.73
0.75,0.54,0.99,0.34,0.27,0.7
min
0.40,0.26,-0.0,-0.0,0.0,-0.0
0.45,0.12,0.0,0.0,-0.0,0.0
0.50,0.68,0.2,0.19,0.05,0.32
0.55,0.75,0.61,0.58,0.31,0.69
0.60,0.72,0.83,0.68,0.59,0.77
0.65,0.61,0.93,0.51,0.36,0.73
0.70,0.53,0.97,0.37,0.17,0.69
0.75,0.49,0.98,0.27,0.1,0.66
std
0.40,0.19,0.0,0.0,0.0,0.0
0.45,0.33,0.0,0.0,0.0,0.0
0.50,0.03,0.05,0.05,0.04,0.06
0.55,0.02,0.03,0.04,0.08,0.02
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.01,0.02,0.06,0.01
0.70,0.01,0.0,0.02,0.04,0.01
0.75,0.01,0.0,0.02,0.04,0.01
test finished in 37572.08 seconds
