,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.9,0.0,0.0,0.0,0.0
0.45,0.41,0.0,0.0,0.0,0.01
0.50,0.83,0.47,0.46,0.25,0.6
0.55,0.85,0.81,0.79,0.71,0.83
0.60,0.78,0.92,0.75,0.75,0.84
0.65,0.65,0.97,0.56,0.5,0.78
0.70,0.56,0.99,0.4,0.26,0.72
0.75,0.52,1.0,0.3,0.17,0.68
max
0.40,1.0,-0.0,-0.0,0.0,0.01
0.45,1.0,0.14,0.14,0.05,0.24
0.50,0.89,0.59,0.57,0.41,0.7
0.55,0.88,0.85,0.84,0.8,0.86
0.60,0.82,0.94,0.8,0.84,0.87
0.65,0.69,0.98,0.6,0.62,0.8
0.70,0.59,0.99,0.43,0.36,0.74
0.75,0.54,1.0,0.33,0.27,0.7
min
0.40,0.2,-0.0,-0.0,0.0,-0.0
0.45,0.13,0.0,0.0,-0.0,-0.0
0.50,0.74,0.32,0.31,0.14,0.45
0.55,0.8,0.74,0.72,0.56,0.78
0.60,0.74,0.89,0.69,0.63,0.81
0.65,0.61,0.95,0.51,0.32,0.75
0.70,0.53,0.98,0.36,0.18,0.69
0.75,0.49,1.0,0.26,0.1,0.66
std
0.40,0.24,0.0,0.0,0.0,0.0
0.45,0.28,0.02,0.02,0.01,0.03
0.50,0.03,0.05,0.05,0.05,0.05
0.55,0.02,0.03,0.03,0.06,0.02
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.01,0.01,0.02,0.06,0.01
0.70,0.01,0.0,0.02,0.04,0.01
0.75,0.01,0.0,0.02,0.04,0.01
test finished in 37145.41 seconds
