,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.85,0.05,0.05,0.01,0.09
0.45,0.91,0.51,0.5,0.29,0.65
0.50,0.91,0.7,0.69,0.54,0.79
0.55,0.91,0.7,0.69,0.54,0.79
0.60,0.91,0.7,0.69,0.54,0.79
0.65,0.91,0.7,0.69,0.54,0.79
0.70,0.91,0.7,0.69,0.54,0.79
0.75,0.91,0.7,0.69,0.54,0.79
max
0.40,1.0,0.17,0.17,0.07,0.29
0.45,0.95,0.61,0.6,0.43,0.74
0.50,0.95,0.78,0.77,0.73,0.84
0.55,0.95,0.78,0.77,0.73,0.84
0.60,0.95,0.78,0.77,0.73,0.84
0.65,0.95,0.78,0.77,0.73,0.84
0.70,0.95,0.78,0.77,0.73,0.84
0.75,0.95,0.78,0.77,0.73,0.84
min
0.40,0.26,0.0,-0.0,0.0,0.0
0.45,0.86,0.39,0.38,0.15,0.54
0.50,0.87,0.59,0.58,0.36,0.71
0.55,0.87,0.59,0.58,0.36,0.7
0.60,0.87,0.59,0.58,0.36,0.7
0.65,0.87,0.59,0.58,0.36,0.7
0.70,0.87,0.59,0.58,0.36,0.7
0.75,0.87,0.59,0.58,0.36,0.7
std
0.40,0.23,0.05,0.05,0.01,0.09
0.45,0.02,0.05,0.05,0.07,0.04
0.50,0.02,0.04,0.04,0.07,0.03
0.55,0.02,0.04,0.04,0.07,0.03
0.60,0.02,0.04,0.04,0.07,0.03
0.65,0.02,0.04,0.04,0.07,0.03
0.70,0.02,0.04,0.04,0.07,0.03
0.75,0.02,0.04,0.04,0.07,0.03
test finished in 30627.45 seconds
