,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.23,0.08,0.64,0.26,0.37
0.60,0.45,0.24,0.66,0.53,0.59
0.65,0.56,0.47,0.66,0.72,0.69
0.70,0.49,0.47,0.65,0.85,0.73
0.75,0.36,0.3,0.61,0.94,0.74
0.80,0.21,0.14,0.56,0.98,0.71
0.85,0.09,0.04,0.52,0.99,0.69
max
0.55,0.25,0.12,0.66,0.29,0.39
0.60,0.49,0.34,0.68,0.57,0.62
0.65,0.58,0.54,0.68,0.75,0.71
0.70,0.5,0.5,0.66,0.87,0.75
0.75,0.37,0.33,0.61,0.95,0.74
0.80,0.22,0.17,0.57,0.98,0.72
0.85,0.1,0.06,0.53,0.99,0.69
min
0.55,0.18,0.05,0.61,0.21,0.31
0.60,0.41,0.19,0.63,0.49,0.55
0.65,0.53,0.43,0.64,0.7,0.67
0.70,0.47,0.45,0.64,0.84,0.73
0.75,0.33,0.25,0.6,0.93,0.73
0.80,0.18,0.1,0.55,0.98,0.71
0.85,0.07,0.03,0.52,0.99,0.68
std
0.55,0.02,0.02,0.02,0.03,0.03
0.60,0.03,0.06,0.02,0.03,0.02
0.65,0.02,0.04,0.01,0.02,0.01
0.70,0.01,0.02,0.01,0.01,0.01
0.75,0.01,0.03,0.0,0.01,0.0
0.80,0.02,0.02,0.01,0.0,0.0
0.85,0.01,0.01,0.0,0.0,0.0
test finished in 798.99 seconds
