,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.21,0.06,0.65,0.24,0.35
0.60,0.44,0.23,0.67,0.51,0.58
0.65,0.56,0.43,0.66,0.71,0.68
0.70,0.48,0.45,0.65,0.84,0.73
0.75,0.36,0.31,0.61,0.93,0.73
0.80,0.21,0.14,0.56,0.98,0.71
0.85,0.09,0.05,0.53,0.99,0.69
0.90,0.03,0.01,0.51,1.0,0.68
0.95,0.01,0.0,0.51,1.0,0.67
max
0.55,0.25,0.09,0.7,0.29,0.4
0.60,0.48,0.3,0.73,0.55,0.62
0.65,0.58,0.48,0.7,0.74,0.72
0.70,0.51,0.5,0.68,0.86,0.76
0.75,0.38,0.36,0.64,0.94,0.76
0.80,0.23,0.19,0.59,0.99,0.74
0.85,0.1,0.07,0.56,1.0,0.71
0.90,0.03,0.02,0.54,1.0,0.7
0.95,0.01,0.0,0.53,1.0,0.69
min
0.55,0.16,0.04,0.59,0.18,0.29
0.60,0.4,0.15,0.64,0.47,0.55
0.65,0.54,0.38,0.64,0.68,0.67
0.70,0.46,0.41,0.63,0.82,0.72
0.75,0.35,0.28,0.59,0.92,0.72
0.80,0.19,0.12,0.55,0.97,0.7
0.85,0.07,0.03,0.51,0.99,0.68
0.90,0.02,0.01,0.5,0.99,0.67
0.95,0.0,0.0,0.49,1.0,0.66
std
0.55,0.03,0.02,0.04,0.04,0.04
0.60,0.03,0.05,0.03,0.03,0.02
0.65,0.02,0.03,0.02,0.02,0.02
0.70,0.02,0.04,0.02,0.02,0.02
0.75,0.01,0.03,0.02,0.01,0.01
0.80,0.01,0.02,0.01,0.01,0.01
0.85,0.01,0.01,0.02,0.0,0.01
0.90,0.0,0.0,0.01,0.0,0.01
0.95,0.01,0.0,0.01,0.0,0.01
test finished in 338.61 seconds
