,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,315.86
0.45,0.01,0.01,1.0,0.02,0.04,250.1
0.50,0.05,0.06,0.95,0.1,0.17,262.58
0.55,0.25,0.37,0.86,0.42,0.56,214.17
0.60,0.43,0.54,0.83,0.64,0.72,177.23
0.65,0.56,0.46,0.8,0.77,0.78,141.38
0.70,0.41,0.14,0.72,0.87,0.79,94.63
0.75,0.34,0.09,0.69,0.95,0.8,63.09
0.80,0.24,0.04,0.66,0.99,0.79,42.61
0.85,0.17,0.03,0.63,1.0,0.78,27.89
0.90,0.15,0.02,0.63,1.0,0.77,21.43
max
0.40,0.0,0.0,1.0,0.0,0.0,315.86
0.45,0.01,0.01,1.0,0.02,0.04,250.1
0.50,0.05,0.06,0.95,0.1,0.17,262.58
0.55,0.25,0.37,0.86,0.42,0.56,214.17
0.60,0.43,0.54,0.83,0.64,0.72,177.23
0.65,0.56,0.46,0.8,0.77,0.78,141.38
0.70,0.41,0.14,0.72,0.87,0.79,94.63
0.75,0.34,0.09,0.69,0.95,0.8,63.09
0.80,0.24,0.04,0.66,0.99,0.79,42.61
0.85,0.17,0.03,0.63,1.0,0.78,27.89
0.90,0.15,0.02,0.63,1.0,0.77,21.43
min
0.40,0.0,0.0,1.0,0.0,0.0,315.86
0.45,0.01,0.01,1.0,0.02,0.04,250.1
0.50,0.05,0.06,0.95,0.1,0.17,262.58
0.55,0.25,0.37,0.86,0.42,0.56,214.17
0.60,0.43,0.54,0.83,0.64,0.72,177.23
0.65,0.56,0.46,0.8,0.77,0.78,141.38
0.70,0.41,0.14,0.72,0.87,0.79,94.63
0.75,0.34,0.09,0.69,0.95,0.8,63.09
0.80,0.24,0.04,0.66,0.99,0.79,42.61
0.85,0.17,0.03,0.63,1.0,0.78,27.89
0.90,0.15,0.02,0.63,1.0,0.77,21.43
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1629.03 seconds
