,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.04,0.01,0.82,0.2,0.32
0.40,0.09,0.02,0.86,0.4,0.55
0.50,0.14,0.09,0.89,0.6,0.72
0.60,0.19,0.17,0.9,0.72,0.8
0.70,0.28,0.25,0.91,0.84,0.87
0.75,0.38,0.29,0.91,0.92,0.91
0.80,0.24,0.22,0.9,0.97,0.94
0.85,0.1,0.14,0.89,0.99,0.94
max
0.30,0.04,0.01,0.82,0.2,0.32
0.40,0.09,0.02,0.86,0.4,0.55
0.50,0.14,0.09,0.89,0.6,0.72
0.60,0.19,0.17,0.9,0.72,0.8
0.70,0.28,0.25,0.91,0.84,0.87
0.75,0.38,0.29,0.91,0.92,0.91
0.80,0.24,0.22,0.9,0.97,0.94
0.85,0.1,0.14,0.89,0.99,0.94
min
0.30,0.04,0.01,0.82,0.2,0.32
0.40,0.09,0.02,0.86,0.4,0.55
0.50,0.14,0.09,0.89,0.6,0.72
0.60,0.19,0.17,0.9,0.72,0.8
0.70,0.28,0.25,0.91,0.84,0.87
0.75,0.38,0.29,0.91,0.92,0.91
0.80,0.24,0.22,0.9,0.97,0.94
0.85,0.1,0.14,0.89,0.99,0.94
std
0.30,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
test finished in 2368.02 seconds
