,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.25,0.16,0.96,0.67,0.79,29.0
0.10,0.32,0.27,0.97,0.75,0.85,34.32
0.15,0.37,0.32,0.96,0.81,0.88,35.41
0.20,0.41,0.36,0.96,0.84,0.9,34.39
0.25,0.48,0.4,0.96,0.88,0.92,29.19
0.30,0.57,0.47,0.96,0.92,0.94,25.93
0.35,0.67,0.6,0.95,0.97,0.96,28.29
0.40,0.64,0.6,0.95,0.98,0.97,26.33
0.45,0.58,0.55,0.94,1.0,0.97,22.95
max
0.05,0.25,0.16,0.96,0.67,0.79,29.0
0.10,0.32,0.27,0.97,0.75,0.85,34.32
0.15,0.37,0.32,0.96,0.81,0.88,35.41
0.20,0.41,0.36,0.96,0.84,0.9,34.39
0.25,0.48,0.4,0.96,0.88,0.92,29.19
0.30,0.57,0.47,0.96,0.92,0.94,25.93
0.35,0.67,0.6,0.95,0.97,0.96,28.29
0.40,0.64,0.6,0.95,0.98,0.97,26.33
0.45,0.58,0.55,0.94,1.0,0.97,22.95
min
0.05,0.25,0.16,0.96,0.67,0.79,29.0
0.10,0.32,0.27,0.97,0.75,0.85,34.32
0.15,0.37,0.32,0.96,0.81,0.88,35.41
0.20,0.41,0.36,0.96,0.84,0.9,34.39
0.25,0.48,0.4,0.96,0.88,0.92,29.19
0.30,0.57,0.47,0.96,0.92,0.94,25.93
0.35,0.67,0.6,0.95,0.97,0.96,28.29
0.40,0.64,0.6,0.95,0.98,0.97,26.33
0.45,0.58,0.55,0.94,1.0,0.97,22.95
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 286.83 seconds
