,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.0,0.0,0.89,0.01,0.02
0.45,0.0,0.0,0.96,0.03,0.05
0.50,0.06,0.01,0.97,0.2,0.33
0.55,0.18,0.06,0.96,0.52,0.67
0.60,0.28,0.22,0.97,0.7,0.81
0.65,0.39,0.37,0.97,0.82,0.89
0.70,0.54,0.53,0.96,0.91,0.93
0.75,0.69,0.61,0.96,0.97,0.96
0.80,0.62,0.6,0.95,0.99,0.97
0.85,0.55,0.55,0.94,1.0,0.97
0.90,0.51,0.5,0.93,1.0,0.97
max
0.40,0.0,0.0,0.89,0.01,0.02
0.45,0.0,0.0,0.96,0.03,0.05
0.50,0.06,0.01,0.97,0.2,0.33
0.55,0.18,0.06,0.96,0.52,0.67
0.60,0.28,0.22,0.97,0.7,0.81
0.65,0.39,0.37,0.97,0.82,0.89
0.70,0.54,0.53,0.96,0.91,0.93
0.75,0.69,0.61,0.96,0.97,0.96
0.80,0.62,0.6,0.95,0.99,0.97
0.85,0.55,0.55,0.94,1.0,0.97
0.90,0.51,0.5,0.93,1.0,0.97
min
0.40,0.0,0.0,0.89,0.01,0.02
0.45,0.0,0.0,0.96,0.03,0.05
0.50,0.06,0.01,0.97,0.2,0.33
0.55,0.18,0.06,0.96,0.52,0.67
0.60,0.28,0.22,0.97,0.7,0.81
0.65,0.39,0.37,0.97,0.82,0.89
0.70,0.54,0.53,0.96,0.91,0.93
0.75,0.69,0.61,0.96,0.97,0.96
0.80,0.62,0.6,0.95,0.99,0.97
0.85,0.55,0.55,0.94,1.0,0.97
0.90,0.51,0.5,0.93,1.0,0.97
std
0.40,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 928.30 seconds
