,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.01,0.0,1.0,0.02,0.05
0.45,0.08,0.01,0.96,0.26,0.4
0.50,0.2,0.08,0.97,0.54,0.7
0.55,0.27,0.19,0.97,0.68,0.8
0.60,0.38,0.39,0.97,0.81,0.88
0.65,0.48,0.45,0.96,0.88,0.92
0.70,0.64,0.56,0.96,0.94,0.95
0.75,0.66,0.61,0.95,0.98,0.97
0.80,0.6,0.59,0.95,1.0,0.97
0.85,0.55,0.54,0.94,1.0,0.97
0.90,0.52,0.5,0.94,1.0,0.97
max
0.40,0.01,0.0,1.0,0.02,0.05
0.45,0.08,0.01,0.96,0.26,0.4
0.50,0.2,0.08,0.97,0.54,0.7
0.55,0.27,0.19,0.97,0.68,0.8
0.60,0.38,0.39,0.97,0.81,0.88
0.65,0.48,0.45,0.96,0.88,0.92
0.70,0.64,0.56,0.96,0.94,0.95
0.75,0.66,0.61,0.95,0.98,0.97
0.80,0.6,0.59,0.95,1.0,0.97
0.85,0.55,0.54,0.94,1.0,0.97
0.90,0.52,0.5,0.94,1.0,0.97
min
0.40,0.01,0.0,1.0,0.02,0.05
0.45,0.08,0.01,0.96,0.26,0.4
0.50,0.2,0.08,0.97,0.54,0.7
0.55,0.27,0.19,0.97,0.68,0.8
0.60,0.38,0.39,0.97,0.81,0.88
0.65,0.48,0.45,0.96,0.88,0.92
0.70,0.64,0.56,0.96,0.94,0.95
0.75,0.66,0.61,0.95,0.98,0.97
0.80,0.6,0.59,0.95,1.0,0.97
0.85,0.55,0.54,0.94,1.0,0.97
0.90,0.52,0.5,0.94,1.0,0.97
std
0.40,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 1905.19 seconds
