,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.08,0.02,0.86,0.38,0.53
0.40,0.13,0.07,0.89,0.55,0.68
0.50,0.18,0.15,0.9,0.68,0.78
0.60,0.23,0.21,0.91,0.79,0.85
0.65,0.27,0.24,0.91,0.84,0.87
0.70,0.36,0.26,0.91,0.91,0.91
0.75,0.27,0.24,0.9,0.96,0.93
0.80,0.15,0.17,0.89,0.98,0.94
0.90,0.0,0.06,0.88,0.99,0.93
max
0.30,0.08,0.02,0.86,0.38,0.53
0.40,0.13,0.07,0.89,0.55,0.68
0.50,0.18,0.15,0.9,0.68,0.78
0.60,0.23,0.21,0.91,0.79,0.85
0.65,0.27,0.24,0.91,0.84,0.87
0.70,0.36,0.26,0.91,0.91,0.91
0.75,0.27,0.24,0.9,0.96,0.93
0.80,0.15,0.17,0.89,0.98,0.94
0.90,0.0,0.06,0.88,0.99,0.93
min
0.30,0.08,0.02,0.86,0.38,0.53
0.40,0.13,0.07,0.89,0.55,0.68
0.50,0.18,0.15,0.9,0.68,0.78
0.60,0.23,0.21,0.91,0.79,0.85
0.65,0.27,0.24,0.91,0.84,0.87
0.70,0.36,0.26,0.91,0.91,0.91
0.75,0.27,0.24,0.9,0.96,0.93
0.80,0.15,0.17,0.89,0.98,0.94
0.90,0.0,0.06,0.88,0.99,0.93
std
0.30,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 15086.03 seconds
