,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.50,0.08,0.01,0.89,0.35,0.5
0.55,0.13,0.04,0.91,0.53,0.67
0.60,0.2,0.13,0.91,0.7,0.79
0.65,0.26,0.23,0.92,0.8,0.86
0.70,0.34,0.28,0.91,0.88,0.9
0.75,0.31,0.28,0.91,0.95,0.93
0.80,0.2,0.22,0.9,0.98,0.94
0.85,0.09,0.14,0.89,0.99,0.94
0.90,0.01,0.06,0.88,0.99,0.93
max
0.50,0.08,0.01,0.89,0.35,0.5
0.55,0.13,0.04,0.91,0.53,0.67
0.60,0.2,0.13,0.91,0.7,0.79
0.65,0.26,0.23,0.92,0.8,0.86
0.70,0.34,0.28,0.91,0.88,0.9
0.75,0.31,0.28,0.91,0.95,0.93
0.80,0.2,0.22,0.9,0.98,0.94
0.85,0.09,0.14,0.89,0.99,0.94
0.90,0.01,0.06,0.88,0.99,0.93
min
0.50,0.08,0.01,0.89,0.35,0.5
0.55,0.13,0.04,0.91,0.53,0.67
0.60,0.2,0.13,0.91,0.7,0.79
0.65,0.26,0.23,0.92,0.8,0.86
0.70,0.34,0.28,0.91,0.88,0.9
0.75,0.31,0.28,0.91,0.95,0.93
0.80,0.2,0.22,0.9,0.98,0.94
0.85,0.09,0.14,0.89,0.99,0.94
0.90,0.01,0.06,0.88,0.99,0.93
std
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 21173.74 seconds
