,completeness,homogeneity,mutual_info,rand,v_measure
mean
0.40,0.84,0.13,0.13,0.05,0.22
0.45,0.91,0.61,0.6,0.41,0.73
0.50,0.92,0.87,0.85,0.79,0.89
0.55,0.89,0.95,0.88,0.89,0.92
0.60,0.81,0.97,0.78,0.81,0.89
0.65,0.75,0.98,0.7,0.7,0.85
0.70,0.75,0.98,0.7,0.7,0.85
0.75,0.75,0.98,0.7,0.7,0.85
max
0.40,1.0,0.33,0.32,0.19,0.47
0.45,0.94,0.71,0.7,0.63,0.81
0.50,0.95,0.92,0.91,0.91,0.92
0.55,0.92,0.97,0.91,0.94,0.95
0.60,0.86,0.99,0.84,0.89,0.92
0.65,0.8,0.99,0.76,0.83,0.88
0.70,0.8,0.99,0.76,0.83,0.88
0.75,0.8,0.99,0.76,0.83,0.88
min
0.40,0.32,0.0,-0.0,0.0,0.0
0.45,0.87,0.48,0.47,0.2,0.63
0.50,0.88,0.8,0.78,0.66,0.84
0.55,0.85,0.93,0.83,0.81,0.89
0.60,0.77,0.96,0.73,0.69,0.86
0.65,0.7,0.97,0.63,0.56,0.81
0.70,0.7,0.97,0.63,0.56,0.81
0.75,0.7,0.97,0.63,0.56,0.81
std
0.40,0.17,0.08,0.08,0.04,0.13
0.45,0.01,0.05,0.05,0.08,0.04
0.50,0.01,0.02,0.02,0.05,0.02
0.55,0.02,0.01,0.02,0.03,0.01
0.60,0.02,0.01,0.02,0.04,0.01
0.65,0.02,0.01,0.03,0.05,0.01
0.70,0.02,0.01,0.03,0.05,0.01
0.75,0.02,0.01,0.03,0.05,0.01
test finished in 25329.47 seconds
