,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.55,0.02,0.01,0.83,0.03,0.05
0.60,0.26,0.08,0.61,0.31,0.41
0.65,0.48,0.27,0.62,0.57,0.6
0.70,0.47,0.4,0.62,0.79,0.69
0.75,0.33,0.25,0.59,0.91,0.72
0.80,0.17,0.09,0.54,0.98,0.7
0.85,0.05,0.02,0.51,0.99,0.68
max
0.55,0.09,0.02,1.0,0.1,0.17
0.60,0.31,0.1,0.65,0.37,0.47
0.65,0.51,0.31,0.66,0.6,0.62
0.70,0.51,0.48,0.65,0.81,0.72
0.75,0.36,0.3,0.6,0.93,0.73
0.80,0.18,0.11,0.55,0.98,0.7
0.85,0.06,0.03,0.52,1.0,0.68
min
0.55,0.0,0.0,0.59,0.0,0.0
0.60,0.19,0.06,0.54,0.24,0.33
0.65,0.4,0.17,0.59,0.5,0.54
0.70,0.43,0.33,0.6,0.76,0.67
0.75,0.29,0.21,0.57,0.89,0.7
0.80,0.15,0.08,0.54,0.97,0.69
0.85,0.04,0.02,0.51,0.99,0.67
std
0.55,0.03,0.01,0.17,0.04,0.07
0.60,0.04,0.01,0.04,0.05,0.05
0.65,0.04,0.05,0.03,0.03,0.03
0.70,0.03,0.05,0.02,0.02,0.02
0.75,0.02,0.03,0.01,0.01,0.01
0.80,0.01,0.01,0.0,0.0,0.0
0.85,0.01,0.0,0.0,0.0,0.0
test finished in 760.70 seconds
