,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.0,0.0,1.0,0.0,0.0
0.45,0.0,0.0,0.33,0.0,0.0
0.50,0.0,0.0,0.34,0.0,0.0
0.55,0.28,0.1,0.81,0.29,0.43
0.60,0.66,0.47,0.86,0.67,0.75
0.65,0.85,0.78,0.86,0.87,0.86
0.70,0.79,0.82,0.81,0.94,0.87
0.75,0.64,0.63,0.69,0.97,0.81
0.80,0.45,0.33,0.57,0.98,0.72
0.85,0.29,0.14,0.5,0.99,0.66
0.90,0.14,0.05,0.45,1.0,0.62
max
0.40,0.0,0.0,1.0,0.0,0.0
0.45,-0.0,-0.0,0.33,0.0,0.0
0.50,0.0,-0.0,0.34,0.0,0.0
0.55,0.28,0.1,0.81,0.29,0.43
0.60,0.66,0.47,0.86,0.67,0.75
0.65,0.85,0.78,0.86,0.87,0.86
0.70,0.79,0.82,0.81,0.94,0.87
0.75,0.64,0.63,0.69,0.97,0.81
0.80,0.45,0.33,0.57,0.98,0.72
0.85,0.29,0.14,0.5,0.99,0.66
0.90,0.14,0.05,0.45,1.0,0.62
min
0.40,0.0,0.0,1.0,0.0,0.0
0.45,-0.0,-0.0,0.33,0.0,0.0
0.50,0.0,-0.0,0.34,0.0,0.0
0.55,0.28,0.1,0.81,0.29,0.43
0.60,0.66,0.47,0.86,0.67,0.75
0.65,0.85,0.78,0.86,0.87,0.86
0.70,0.79,0.82,0.81,0.94,0.87
0.75,0.64,0.63,0.69,0.97,0.81
0.80,0.45,0.33,0.57,0.98,0.72
0.85,0.29,0.14,0.5,0.99,0.66
0.90,0.14,0.05,0.45,1.0,0.62
std
0.40,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 10673.03 seconds
