,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.03,0.0,0.81,0.15,0.25
0.40,0.08,0.02,0.86,0.38,0.53
0.50,0.13,0.07,0.89,0.55,0.68
0.60,0.18,0.14,0.9,0.69,0.78
0.70,0.24,0.2,0.9,0.81,0.85
0.75,0.3,0.2,0.9,0.88,0.89
0.80,0.22,0.18,0.89,0.95,0.92
0.85,0.08,0.11,0.88,0.99,0.93
max
0.30,0.03,0.0,0.81,0.15,0.25
0.40,0.08,0.02,0.86,0.38,0.53
0.50,0.13,0.07,0.89,0.55,0.68
0.60,0.18,0.14,0.9,0.69,0.78
0.70,0.24,0.2,0.9,0.81,0.85
0.75,0.3,0.2,0.9,0.88,0.89
0.80,0.22,0.18,0.89,0.95,0.92
0.85,0.08,0.11,0.88,0.99,0.93
min
0.30,0.03,0.0,0.81,0.15,0.25
0.40,0.08,0.02,0.86,0.38,0.53
0.50,0.13,0.07,0.89,0.55,0.68
0.60,0.18,0.14,0.9,0.69,0.78
0.70,0.24,0.2,0.9,0.81,0.85
0.75,0.3,0.2,0.9,0.88,0.89
0.80,0.22,0.18,0.89,0.95,0.92
0.85,0.08,0.11,0.88,0.99,0.93
std
0.30,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
test finished in 2768.71 seconds
