,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.04,0.0,0.81,0.19,0.31
0.40,0.07,0.01,0.85,0.32,0.47
0.50,0.13,0.05,0.89,0.54,0.67
0.60,0.17,0.13,0.9,0.68,0.77
0.70,0.25,0.21,0.91,0.82,0.86
0.75,0.32,0.23,0.91,0.88,0.9
0.80,0.25,0.21,0.9,0.96,0.93
0.85,0.08,0.1,0.88,0.99,0.93
max
0.30,0.04,0.0,0.81,0.19,0.31
0.40,0.07,0.01,0.85,0.32,0.47
0.50,0.13,0.05,0.89,0.54,0.67
0.60,0.17,0.13,0.9,0.68,0.77
0.70,0.25,0.21,0.91,0.82,0.86
0.75,0.32,0.23,0.91,0.88,0.9
0.80,0.25,0.21,0.9,0.96,0.93
0.85,0.08,0.1,0.88,0.99,0.93
min
0.30,0.04,0.0,0.81,0.19,0.31
0.40,0.07,0.01,0.85,0.32,0.47
0.50,0.13,0.05,0.89,0.54,0.67
0.60,0.17,0.13,0.9,0.68,0.77
0.70,0.25,0.21,0.91,0.82,0.86
0.75,0.32,0.23,0.91,0.88,0.9
0.80,0.25,0.21,0.9,0.96,0.93
0.85,0.08,0.1,0.88,0.99,0.93
std
0.30,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
test finished in 15091.38 seconds
