,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.19,0.11,0.58,0.42,0.49
0.45,0.23,0.15,0.61,0.52,0.56
0.50,0.28,0.19,0.64,0.64,0.64
0.55,0.27,0.22,0.66,0.74,0.7
0.60,0.27,0.25,0.69,0.83,0.75
max
0.40,0.22,0.15,0.62,0.46,0.53
0.45,0.26,0.21,0.65,0.55,0.59
0.50,0.32,0.25,0.68,0.68,0.68
0.55,0.32,0.27,0.69,0.75,0.72
0.60,0.32,0.33,0.72,0.86,0.78
min
0.40,0.18,0.09,0.54,0.39,0.45
0.45,0.2,0.12,0.58,0.5,0.54
0.50,0.26,0.16,0.61,0.61,0.61
0.55,0.23,0.18,0.63,0.72,0.68
0.60,0.25,0.22,0.67,0.81,0.74
std
0.40,0.01,0.02,0.03,0.02,0.03
0.45,0.02,0.04,0.02,0.02,0.02
0.50,0.02,0.03,0.03,0.02,0.02
0.55,0.03,0.03,0.02,0.01,0.01
0.60,0.02,0.04,0.02,0.02,0.01
test finished in 667.64 seconds
