,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.89,0.03,0.06,133.98
0.65,0.04,0.0,0.87,0.18,0.3,126.28
0.70,0.1,0.02,0.89,0.42,0.57,107.22
0.75,0.18,0.11,0.9,0.69,0.78,91.02
0.80,0.3,0.25,0.91,0.87,0.89,74.6
0.85,0.15,0.15,0.89,0.97,0.93,48.16
0.90,-0.01,0.03,0.88,0.99,0.93,35.77
max
0.60,0.0,0.0,0.89,0.03,0.06,133.98
0.65,0.04,0.0,0.87,0.18,0.3,126.28
0.70,0.1,0.02,0.89,0.42,0.57,107.22
0.75,0.18,0.11,0.9,0.69,0.78,91.02
0.80,0.3,0.25,0.91,0.87,0.89,74.6
0.85,0.15,0.15,0.89,0.97,0.93,48.16
0.90,-0.01,0.03,0.88,0.99,0.93,35.77
min
0.60,0.0,0.0,0.89,0.03,0.06,133.98
0.65,0.04,0.0,0.87,0.18,0.3,126.28
0.70,0.1,0.02,0.89,0.42,0.57,107.22
0.75,0.18,0.11,0.9,0.69,0.78,91.02
0.80,0.3,0.25,0.91,0.87,0.89,74.6
0.85,0.15,0.15,0.89,0.97,0.93,48.16
0.90,-0.01,0.03,0.88,0.99,0.93,35.77
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 16731.30 seconds
