,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.9,0.03,0.06,209.73
0.65,0.01,0.0,0.9,0.09,0.17,206.51
0.70,0.03,0.0,0.9,0.27,0.42,185.1
0.75,0.09,0.01,0.9,0.58,0.7,132.93
0.80,0.24,0.07,0.9,0.87,0.88,59.18
0.85,0.09,0.14,0.89,0.98,0.93,41.01
0.90,0.01,0.07,0.88,0.99,0.93,38.67
max
0.60,0.0,0.0,0.9,0.03,0.06,209.73
0.65,0.01,0.0,0.9,0.09,0.17,206.51
0.70,0.03,0.0,0.9,0.27,0.42,185.1
0.75,0.09,0.01,0.9,0.58,0.7,132.93
0.80,0.24,0.07,0.9,0.87,0.88,59.18
0.85,0.09,0.14,0.89,0.98,0.93,41.01
0.90,0.01,0.07,0.88,0.99,0.93,38.67
min
0.60,0.0,0.0,0.9,0.03,0.06,209.73
0.65,0.01,0.0,0.9,0.09,0.17,206.51
0.70,0.03,0.0,0.9,0.27,0.42,185.1
0.75,0.09,0.01,0.9,0.58,0.7,132.93
0.80,0.24,0.07,0.9,0.87,0.88,59.18
0.85,0.09,0.14,0.89,0.98,0.93,41.01
0.90,0.01,0.07,0.88,0.99,0.93,38.67
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1126.05 seconds
