,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,282.31
0.10,0.0,0.0,0.82,0.0,0.0,290.57
0.15,0.0,0.0,0.82,0.0,0.0,242.91
0.20,0.04,0.01,0.78,0.18,0.29,256.89
0.25,0.06,0.01,0.83,0.28,0.42,237.82
0.30,0.08,0.03,0.86,0.37,0.51,217.47
0.35,0.11,0.04,0.88,0.46,0.6,200.0
0.40,0.14,0.09,0.89,0.57,0.7,171.35
0.45,0.16,0.11,0.9,0.63,0.74,158.51
max
0.05,0.0,0.0,1.0,0.0,0.0,282.31
0.10,-0.0,0.0,0.82,0.0,0.0,290.57
0.15,-0.0,0.0,0.82,0.0,0.0,242.91
0.20,0.04,0.01,0.78,0.18,0.29,256.89
0.25,0.06,0.01,0.83,0.28,0.42,237.82
0.30,0.08,0.03,0.86,0.37,0.51,217.47
0.35,0.11,0.04,0.88,0.46,0.6,200.0
0.40,0.14,0.09,0.89,0.57,0.7,171.35
0.45,0.16,0.11,0.9,0.63,0.74,158.51
min
0.05,0.0,0.0,1.0,0.0,0.0,282.31
0.10,-0.0,0.0,0.82,0.0,0.0,290.57
0.15,-0.0,0.0,0.82,0.0,0.0,242.91
0.20,0.04,0.01,0.78,0.18,0.29,256.89
0.25,0.06,0.01,0.83,0.28,0.42,237.82
0.30,0.08,0.03,0.86,0.37,0.51,217.47
0.35,0.11,0.04,0.88,0.46,0.6,200.0
0.40,0.14,0.09,0.89,0.57,0.7,171.35
0.45,0.16,0.11,0.9,0.63,0.74,158.51
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2465.05 seconds
