,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.05,0.0,0.9,0.21,0.35,17.5
0.65,0.11,0.02,0.91,0.42,0.57,17.92
0.70,0.18,0.08,0.92,0.62,0.74,17.15
0.75,0.27,0.24,0.92,0.79,0.85,17.33
0.80,0.38,0.27,0.91,0.91,0.91,15.03
0.85,0.2,0.21,0.9,0.98,0.94,11.88
0.90,0.02,0.07,0.88,0.99,0.93,10.87
max
0.60,0.05,0.0,0.9,0.21,0.35,17.5
0.65,0.11,0.02,0.91,0.42,0.57,17.92
0.70,0.18,0.08,0.92,0.62,0.74,17.15
0.75,0.27,0.24,0.92,0.79,0.85,17.33
0.80,0.38,0.27,0.91,0.91,0.91,15.03
0.85,0.2,0.21,0.9,0.98,0.94,11.88
0.90,0.02,0.07,0.88,0.99,0.93,10.87
min
0.60,0.05,0.0,0.9,0.21,0.35,17.5
0.65,0.11,0.02,0.91,0.42,0.57,17.92
0.70,0.18,0.08,0.92,0.62,0.74,17.15
0.75,0.27,0.24,0.92,0.79,0.85,17.33
0.80,0.38,0.27,0.91,0.91,0.91,15.03
0.85,0.2,0.21,0.9,0.98,0.94,11.88
0.90,0.02,0.07,0.88,0.99,0.93,10.87
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6141.18 seconds
