,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.89,0.02,0.04,17.06
0.65,0.03,0.0,0.85,0.15,0.26,17.08
0.70,0.08,0.01,0.89,0.37,0.52,17.33
0.75,0.16,0.07,0.9,0.63,0.74,15.42
0.80,0.25,0.2,0.9,0.82,0.86,10.09
0.85,0.18,0.14,0.89,0.95,0.92,10.22
0.90,-0.01,0.03,0.88,0.99,0.93,6.15
max
0.60,0.0,0.0,0.89,0.02,0.04,17.06
0.65,0.03,0.0,0.85,0.15,0.26,17.08
0.70,0.08,0.01,0.89,0.37,0.52,17.33
0.75,0.16,0.07,0.9,0.63,0.74,15.42
0.80,0.25,0.2,0.9,0.82,0.86,10.09
0.85,0.18,0.14,0.89,0.95,0.92,10.22
0.90,-0.01,0.03,0.88,0.99,0.93,6.15
min
0.60,0.0,0.0,0.89,0.02,0.04,17.06
0.65,0.03,0.0,0.85,0.15,0.26,17.08
0.70,0.08,0.01,0.89,0.37,0.52,17.33
0.75,0.16,0.07,0.9,0.63,0.74,15.42
0.80,0.25,0.2,0.9,0.82,0.86,10.09
0.85,0.18,0.14,0.89,0.95,0.92,10.22
0.90,-0.01,0.03,0.88,0.99,0.93,6.15
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10138.39 seconds
