,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.14,0.08,0.9,0.56,0.69,48.65
0.65,0.16,0.11,0.9,0.63,0.74,42.87
0.70,0.19,0.15,0.91,0.69,0.79,48.41
0.75,0.22,0.19,0.91,0.77,0.83,38.38
0.80,0.28,0.21,0.91,0.85,0.88,22.75
0.85,0.25,0.19,0.9,0.95,0.92,14.87
0.90,0.04,0.07,0.88,0.99,0.93,15.42
max
0.60,0.14,0.08,0.9,0.56,0.69,48.65
0.65,0.16,0.11,0.9,0.63,0.74,42.87
0.70,0.19,0.15,0.91,0.69,0.79,48.41
0.75,0.22,0.19,0.91,0.77,0.83,38.38
0.80,0.28,0.21,0.91,0.85,0.88,22.75
0.85,0.25,0.19,0.9,0.95,0.92,14.87
0.90,0.04,0.07,0.88,0.99,0.93,15.42
min
0.60,0.14,0.08,0.9,0.56,0.69,48.65
0.65,0.16,0.11,0.9,0.63,0.74,42.87
0.70,0.19,0.15,0.91,0.69,0.79,48.41
0.75,0.22,0.19,0.91,0.77,0.83,38.38
0.80,0.28,0.21,0.91,0.85,0.88,22.75
0.85,0.25,0.19,0.9,0.95,0.92,14.87
0.90,0.04,0.07,0.88,0.99,0.93,15.42
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5298.01 seconds
