,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.77,0.01,0.02,135.69
0.65,0.01,0.0,0.86,0.06,0.11,113.15
0.70,0.07,0.01,0.89,0.29,0.43,92.25
0.75,0.13,0.03,0.9,0.54,0.67,111.57
0.80,0.22,0.16,0.91,0.77,0.83,83.41
0.85,0.27,0.18,0.9,0.93,0.91,61.09
0.90,0.01,0.04,0.88,0.99,0.93,38.72
max
0.60,-0.0,0.0,0.77,0.01,0.02,135.69
0.65,0.01,0.0,0.86,0.06,0.11,113.15
0.70,0.07,0.01,0.89,0.29,0.43,92.25
0.75,0.13,0.03,0.9,0.54,0.67,111.57
0.80,0.22,0.16,0.91,0.77,0.83,83.41
0.85,0.27,0.18,0.9,0.93,0.91,61.09
0.90,0.01,0.04,0.88,0.99,0.93,38.72
min
0.60,-0.0,0.0,0.77,0.01,0.02,135.69
0.65,0.01,0.0,0.86,0.06,0.11,113.15
0.70,0.07,0.01,0.89,0.29,0.43,92.25
0.75,0.13,0.03,0.9,0.54,0.67,111.57
0.80,0.22,0.16,0.91,0.77,0.83,83.41
0.85,0.27,0.18,0.9,0.93,0.91,61.09
0.90,0.01,0.04,0.88,0.99,0.93,38.72
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 12344.68 seconds
