,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.84,0.0,0.0,160.57
0.65,0.0,0.0,0.89,0.01,0.02,161.58
0.70,0.01,0.0,0.89,0.06,0.12,160.28
0.75,0.02,0.0,0.9,0.16,0.27,138.1
0.80,0.04,0.0,0.89,0.39,0.54,145.33
0.85,0.18,0.04,0.89,0.84,0.87,65.01
0.90,0.03,0.07,0.88,0.99,0.93,40.06
max
0.60,0.0,0.0,0.84,0.0,0.0,160.57
0.65,0.0,0.0,0.89,0.01,0.02,161.58
0.70,0.01,0.0,0.89,0.06,0.12,160.28
0.75,0.02,0.0,0.9,0.16,0.27,138.1
0.80,0.04,0.0,0.89,0.39,0.54,145.33
0.85,0.18,0.04,0.89,0.84,0.87,65.01
0.90,0.03,0.07,0.88,0.99,0.93,40.06
min
0.60,0.0,0.0,0.84,0.0,0.0,160.57
0.65,0.0,0.0,0.89,0.01,0.02,161.58
0.70,0.01,0.0,0.89,0.06,0.12,160.28
0.75,0.02,0.0,0.9,0.16,0.27,138.1
0.80,0.04,0.0,0.89,0.39,0.54,145.33
0.85,0.18,0.04,0.89,0.84,0.87,65.01
0.90,0.03,0.07,0.88,0.99,0.93,40.06
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1102.52 seconds
