,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.16,0.12,0.9,0.64,0.75,46.34
0.65,0.19,0.16,0.91,0.71,0.8,44.51
0.70,0.22,0.19,0.91,0.77,0.83,32.09
0.75,0.29,0.24,0.91,0.84,0.88,25.92
0.80,0.34,0.24,0.91,0.93,0.92,20.57
0.85,0.17,0.17,0.89,0.98,0.94,14.38
0.90,0.02,0.06,0.88,0.99,0.93,11.72
max
0.60,0.16,0.12,0.9,0.64,0.75,46.34
0.65,0.19,0.16,0.91,0.71,0.8,44.51
0.70,0.22,0.19,0.91,0.77,0.83,32.09
0.75,0.29,0.24,0.91,0.84,0.88,25.92
0.80,0.34,0.24,0.91,0.93,0.92,20.57
0.85,0.17,0.17,0.89,0.98,0.94,14.38
0.90,0.02,0.06,0.88,0.99,0.93,11.72
min
0.60,0.16,0.12,0.9,0.64,0.75,46.34
0.65,0.19,0.16,0.91,0.71,0.8,44.51
0.70,0.22,0.19,0.91,0.77,0.83,32.09
0.75,0.29,0.24,0.91,0.84,0.88,25.92
0.80,0.34,0.24,0.91,0.93,0.92,20.57
0.85,0.17,0.17,0.89,0.98,0.94,14.38
0.90,0.02,0.06,0.88,0.99,0.93,11.72
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 9204.61 seconds
