,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.1,0.03,0.87,0.47,0.61,263.31
0.65,0.13,0.07,0.88,0.58,0.7,233.13
0.70,0.14,0.09,0.89,0.64,0.75,206.22
0.75,0.17,0.13,0.89,0.73,0.8,139.27
0.80,0.23,0.17,0.9,0.83,0.86,101.81
0.85,0.23,0.16,0.89,0.94,0.92,65.73
0.90,0.01,0.05,0.88,0.99,0.93,38.25
max
0.60,0.1,0.03,0.87,0.47,0.61,263.31
0.65,0.13,0.07,0.88,0.58,0.7,233.13
0.70,0.14,0.09,0.89,0.64,0.75,206.22
0.75,0.17,0.13,0.89,0.73,0.8,139.27
0.80,0.23,0.17,0.9,0.83,0.86,101.81
0.85,0.23,0.16,0.89,0.94,0.92,65.73
0.90,0.01,0.05,0.88,0.99,0.93,38.25
min
0.60,0.1,0.03,0.87,0.47,0.61,263.31
0.65,0.13,0.07,0.88,0.58,0.7,233.13
0.70,0.14,0.09,0.89,0.64,0.75,206.22
0.75,0.17,0.13,0.89,0.73,0.8,139.27
0.80,0.23,0.17,0.9,0.83,0.86,101.81
0.85,0.23,0.16,0.89,0.94,0.92,65.73
0.90,0.01,0.05,0.88,0.99,0.93,38.25
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 15776.82 seconds
