,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.72,0.01,0.03,135.63
0.65,0.01,0.0,0.89,0.09,0.16,135.32
0.70,0.07,0.01,0.88,0.33,0.48,123.66
0.75,0.15,0.07,0.9,0.62,0.73,101.4
0.80,0.23,0.17,0.9,0.82,0.86,62.19
0.85,0.19,0.15,0.89,0.95,0.92,46.66
0.90,-0.01,0.03,0.88,0.99,0.93,30.07
max
0.60,-0.0,-0.0,0.72,0.01,0.03,135.63
0.65,0.01,0.0,0.89,0.09,0.16,135.32
0.70,0.07,0.01,0.88,0.33,0.48,123.66
0.75,0.15,0.07,0.9,0.62,0.73,101.4
0.80,0.23,0.17,0.9,0.82,0.86,62.19
0.85,0.19,0.15,0.89,0.95,0.92,46.66
0.90,-0.01,0.03,0.88,0.99,0.93,30.07
min
0.60,-0.0,-0.0,0.72,0.01,0.03,135.63
0.65,0.01,0.0,0.89,0.09,0.16,135.32
0.70,0.07,0.01,0.88,0.33,0.48,123.66
0.75,0.15,0.07,0.9,0.62,0.73,101.4
0.80,0.23,0.17,0.9,0.82,0.86,62.19
0.85,0.19,0.15,0.89,0.95,0.92,46.66
0.90,-0.01,0.03,0.88,0.99,0.93,30.07
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 11592.14 seconds
