,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.15,0.06,0.9,0.62,0.74,25.95
0.65,0.22,0.17,0.91,0.77,0.83,22.82
0.70,0.29,0.24,0.91,0.86,0.88,24.54
0.75,0.32,0.26,0.91,0.94,0.92,18.96
0.80,0.17,0.18,0.89,0.97,0.93,17.61
0.85,0.06,0.1,0.88,0.99,0.93,14.81
0.90,0.0,0.05,0.88,0.99,0.93,16.01
max
0.60,0.15,0.06,0.9,0.62,0.74,25.95
0.65,0.22,0.17,0.91,0.77,0.83,22.82
0.70,0.29,0.24,0.91,0.86,0.88,24.54
0.75,0.32,0.26,0.91,0.94,0.92,18.96
0.80,0.17,0.18,0.89,0.97,0.93,17.61
0.85,0.06,0.1,0.88,0.99,0.93,14.81
0.90,0.0,0.05,0.88,0.99,0.93,16.01
min
0.60,0.15,0.06,0.9,0.62,0.74,25.95
0.65,0.22,0.17,0.91,0.77,0.83,22.82
0.70,0.29,0.24,0.91,0.86,0.88,24.54
0.75,0.32,0.26,0.91,0.94,0.92,18.96
0.80,0.17,0.18,0.89,0.97,0.93,17.61
0.85,0.06,0.1,0.88,0.99,0.93,14.81
0.90,0.0,0.05,0.88,0.99,0.93,16.01
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 207.90 seconds
